98-dB Gain Class-AB OTA With 100 pF Load Capacitor in 180-nm Digital CMOS Process.,IEEE Access
Device-to-Device (D2D) Communication as a Bootstrapping System in a Wireless Cellular Network.,IEEE Access
An Empirical Study on Forensic Analysis of Urdu Text Using LDA-Based Authorship Attribution.,IEEE Access
A Survey on Cluster-Based Routing Protocols for Unmanned Aerial Vehicle Networks.,IEEE Access
Long-Term Operational Data Analysis of an In-Service Wind Turbine DFIG.,IEEE Access
A Novel RF-Powered Wireless Pacing via a Rectenna-Based Pacemaker and a Wearable Transmit-Antenna Array.,IEEE Access
Analysis of Transient Behavior of Mixed High Voltage DC Transmission Line Under Lightning Strikes.,IEEE Access
Attribute Control Chart Using the Repetitive Sampling Under Neutrosophic System.,IEEE Access
Design of a Control Chart for Gamma Distributed Variables Under the Indeterminate Environment.,IEEE Access
Real-Time Imaging of Particles Distribution in Centrifugal Particles-Liquid Two-Phase Fields by Wireless Electrical Resistance Tomography (WERT) System.,IEEE Access
Friction Damper-Based Passive Vibration Control Assessment for Seismically-Excited Buildings Through Comparison With Active Control - A Case Study.,IEEE Access
Circuit Aware Approximate System Design With Case Studies in Image Processing and Neural Networks.,IEEE Access
ISO/IEEE 11073 Personal Health Device (X73-PHD) Standards Compliant Systems - A Systematic Literature Review.,IEEE Access
Low Leakage Current Symmetrical Dual-k 7 nm Trigate Bulk Underlap FinFET for Ultra Low Power Applications.,IEEE Access
An Adaptive Sliding Mode Control With Effective Switching Gain Tuning Near the Sliding Surface.,IEEE Access
Finite-Difference Time-Domain Modeling for Electromagnetic Wave Analysis of Human Voxel Model at Millimeter-Wave Frequencies.,IEEE Access
BIG DATA for Healthcare - A Survey.,IEEE Access
Weighted Incoherent Signal Subspace Method for DOA Estimation on Wideband Colored Signals.,IEEE Access
Development of a Novel Home Based Multi-Scene Upper Limb Rehabilitation Training and Evaluation System for Post-Stroke Patients.,IEEE Access
Scientific Paper Recommendation - A Survey.,IEEE Access
Performance of HARQ-Assisted OFDM Systems Contaminated by Impulsive Noise - Finite-Length LDPC Code Analysis.,IEEE Access
Series Current Flow Controllers for DC Grids.,IEEE Access
Integrated Test Automation for Evaluating a Motion-Based Image Capture System Using a Robotic Arm.,IEEE Access
Incast Mitigation in a Data Center Storage Cluster Through a Dynamic Fair-Share Buffer Policy.,IEEE Access
Machine Learning Based Optimized Pruning Approach for Decoding in Statistical Machine Translation.,IEEE Access
Research on Series Arc Fault Detection Based on Higher-Order Cumulants.,IEEE Access
A Secure Authentication Protocol for Multi-Server-Based E-Healthcare Using a Fuzzy Commitment Scheme.,IEEE Access
VERB - VFCDM-Based Electrocardiogram Reconstruction and Beat Detection Algorithm.,IEEE Access
MF-TDMA Scheduling Algorithm for Multi-Spot Beam Satellite Systems Based on Co-Channel Interference Evaluation.,IEEE Access
Automated 3-D Retinal Layer Segmentation From SD-OCT Images With Neurosensory Retinal Detachment.,IEEE Access
Energy-Delay Evaluation and Optimization for NB-IoT PSM With Periodic Uplink Reporting.,IEEE Access
A High-Speed, Scalable, and Programmable Traffic Manager Architecture for Flow-Based Networking.,IEEE Access
Ultrafast Rectifier for Variable-Frequency Applications.,IEEE Access
Quality-Driven Detection and Resolution of Metamodel Smells.,IEEE Access
Low-Power (1T1N) Skyrmionic Synapses for Spiking Neuromorphic Systems.,IEEE Access
A Modified NSGA-II for Solving Control Allocation Optimization Problem in Lateral Flight Control System for Large Aircraft.,IEEE Access
Mitigating the Impact of Renewable Variability With Demand-Side Resources Considering Communication and Cyber Security Limitations.,IEEE Access
Analyzing Emergent Users&apos; Text Messages Data and Exploring Its Benefits.,IEEE Access
Semiparametric Correction for Endogenous Truncation Bias With Vox Populi-Based Participation Decision.,IEEE Access
Model Predictive Control of Marine Power Plants With Gas Engines and Battery.,IEEE Access
Multi-Band Vehicle-to-Vehicle Channel Characterization in the Presence of Vehicle Blockage.,IEEE Access
Analyzing Covariate Influence on Gender and Race Prediction From Near-Infrared Ocular Images.,IEEE Access
Experimental Design via Generalized Mean Objective Cost of Uncertainty.,IEEE Access
Realistic Multi-Scale Modeling of Household Electricity Behaviors.,IEEE Access
Analytical Performance Assessment of THz Wireless Systems.,IEEE Access
Deriving Probabilistic SVM Kernels From Flexible Statistical Mixture Models and its Application to Retinal Images Classification.,IEEE Access
Day-Ahead and Intraday Forecasts of the Dynamic Line Rating for Buried Cables.,IEEE Access
Compact Leaky SIW Feeder Offering TEM Parallel Plate Waveguide Launching.,IEEE Access
Design and Measurement of 3D Flexible Antenna Diversity for Ambient RF Energy Scavenging in Indoor Scenarios.,IEEE Access
Low-Profile ESPAR Antenna for RSS-Based DoA Estimation in IoT Applications.,IEEE Access
Removal of Movement Artefact for Mobile EEG Analysis in Sports Exercises.,IEEE Access
Design of a Coupled Feed Structure With Cavity Walls for Extremely Small Anti-Jamming Arrays.,IEEE Access
An Efficient Strong Designated Verifier Signature Based on ℛ-SIS Assumption.,IEEE Access
Robust Model Predictive Control for a Class of Discrete-Time Markovian Jump Linear Systems With Operation Mode Disordering.,IEEE Access
Link Prediction Approach for Opportunistic Networks Based on Recurrent Neural Network.,IEEE Access
A New Adaptive Compensation Control for Parametric Systems With Actuator Aging.,IEEE Access
Event-Triggered Adaptive Control for Tank Gun Control Systems.,IEEE Access
Bibliographic Network Representation Based Personalized Citation Recommendation.,IEEE Access
Classification of 3D Archaeological Objects Using Multi-View Curvature Structure Signatures.,IEEE Access
Periodic Stabilization of Continuous-Time Multi-Module Impulsive Switched Linear Systems.,IEEE Access
Recent Advances of Generative Adversarial Networks in Computer Vision.,IEEE Access
A Robust Parameter-Free Thresholding Method for Image Segmentation.,IEEE Access
A Relay-Node Selection on Curve Road in Vehicular Networks.,IEEE Access
Reliable Integrated ASC and DYC Control of All-Wheel-Independent-Drive Electric Vehicles Over CAN Using a Co-Design Methodology.,IEEE Access
Assessment of Energy Management in a Fuel Cell/Battery Hybrid Vehicle.,IEEE Access
Method to Organize and Analyze Speed Data to Detect Unusual Traffic Activity.,IEEE Access
Distributed Continuous-Time Fault Estimation Control for Multiple Devices in IoT Networks.,IEEE Access
Visualization and Interpretation Tool for Expert Systems Based on Fuzzy Cognitive Maps.,IEEE Access
A Case for Malleable Thread-Level Linear Algebra Libraries - The LU Factorization With Partial Pivoting.,IEEE Access
Radio Channel Characterization of Mid-Band 5G Service Delivery for Ultra-Low Altitude Aerial Base Stations.,IEEE Access
Recommendation System Based on Singular Value Decomposition and Multi-Objective Immune Optimization.,IEEE Access
Modeling Educational Usage of Cloud-Based Tools in Virtual Learning Environments.,IEEE Access
Prune Deep Neural Networks With the Modified L1/2 Penalty.,IEEE Access
Machine-Learning-Based Parallel Genetic Algorithms for Multi-Objective Optimization in Ultra-Reliable Low-Latency WSNs.,IEEE Access
A Session-Based Customer Preference Learning Method by Using the Gated Recurrent Units With Attention Function.,IEEE Access
Hash-Polar Codes With Application to 5G.,IEEE Access
An Effective Approach for Obtaining a Group Trading Strategy Portfolio Using Grouping Genetic Algorithm.,IEEE Access
Optimized Handling Stability Control Strategy for a Four In-Wheel Motor Independent-Drive Electric Vehicle.,IEEE Access
Performance Improvement of Microwave Vector Modulator Through Coupler Characteristic Impedance Optimization and Bond-Wire Inductance Utilization.,IEEE Access
Design of Low-Cost Personal Identification System That Uses Combined Palm Vein and Palmprint Biometric Features.,IEEE Access
Deep Learning Assessment of Myocardial Infarction From MR Image Sequences.,IEEE Access
Bone Suppression of Chest Radiographs With Cascaded Convolutional Networks in Wavelet Domain.,IEEE Access
One Note About the Tu-Deng Conjecture in Case w nolimits(t)=5.,IEEE Access
Optimal Transport for Gaussian Mixture Models.,IEEE Access
Embedding Logic Rules Into Recurrent Neural Networks.,IEEE Access
Selective Range Iterative Adaptive Approach for High-Resolution DOA Estimation.,IEEE Access
XGBoost-Based Algorithm Interpretation and Application on Post-Fault Transient Stability Status Prediction of Power System.,IEEE Access
Study on Planetary Gear Degradation State Recognition Method Based on the Features With Multiple Perspectives and LLTSA.,IEEE Access
Metaphor Detection - Leveraging Culturally Grounded Eventive Information.,IEEE Access
Noncoherent Detection With Polar Codes.,IEEE Access
UAV Hovering Strategy Based on a Wirelessly Powered Communication Network.,IEEE Access
Recurrent Metric Networks and Batch Multiple Hypothesis for Multi-Object Tracking.,IEEE Access
Accurate and Fast Harmonic Detection Based on the Generalized Trigonometric Function Delayed Signal Cancellation.,IEEE Access
Optimizing Multi-Granularity Region Similarity for Person Re-Identification.,IEEE Access
Energy Efficiency Analysis of Bidirectional Wireless Information and Power Transfer for Cooperative Sensor Networks.,IEEE Access
Sparse DOA Estimation Algorithm Based on Fourth-Order Cumulants Vector Exploiting Restricted Non-Uniform Linear Array.,IEEE Access
A Spherical Actuator-Based Hand-Held Haptic Device for Touch Screen Interaction.,IEEE Access
Adaptive Neural-Network-Based Control for a Class of Nonlinear Systems With Unknown Output Disturbance and Time Delays.,IEEE Access
An Easily Fabricated Linear Piezoelectric Actuator Using Sandwich Longitudinal Vibrators With Four Driving Feet.,IEEE Access
Towards a Hybrid Expert System Based on Sleep Event&apos;s Threshold Dependencies for Automated Personalized Sleep Staging by Combining Symbolic Fusion and Differential Evolution Algorithm.,IEEE Access
Square-Root Cubature Information Hybrid Consensus Filter With Correlated Noise and Its Applications in Camera Networks.,IEEE Access
Optical Modeling and Physical Experiments on Ocular UV Manikins Exposure.,IEEE Access
Liveness of Disjunctive and Strict Single-Type Automated Manufacturing System - An ROPN Approach.,IEEE Access
Quantum Network Communication With a Novel Discrete-Time Quantum Walk.,IEEE Access
A Secure Authentication Protocol for Internet of Vehicles.,IEEE Access
Light-Weight and Privacy-Preserving Authentication Protocol for Mobile Payments in the Context of IoT.,IEEE Access
Multiview Transfer Learning for Software Defect Prediction.,IEEE Access
A Failure Mechanism Cumulative Model for Reliability Evaluation of a k-Out-of-n System With Load Sharing Effect.,IEEE Access
Automatic Leader-Follower Persistent Formation Control for Autonomous Surface Vehicles.,IEEE Access
Next Generation Technology for Epidemic Prevention and Control - Data-Driven Contact Tracking.,IEEE Access
Universal Design Approach for Multiport Filtering Power Divider.,IEEE Access
Reverse Offload Programming on Heterogeneous Systems.,IEEE Access
Numerical Analysis of Thermo-Electric Field for AC XLPE Cable in DC Operation Based on Conduction Current Measurement.,IEEE Access
High-Gain Circularly Polarized Fabry-Pérot Patch Array Antenna With Wideband Low-Radar-Cross-Section Property.,IEEE Access
An Active Learning Method Based on Uncertainty and Complexity for Gearbox Fault Diagnosis.,IEEE Access
Multi-Resolution Parallel Magnetic Resonance Image Reconstruction in Mobile Computing-Based IoT.,IEEE Access
A Horst-Type Power Divider With Wide Frequency Tuning Range Using Varactors.,IEEE Access
Reinforcement Learning-Based Sensor Access Control for WBANs.,IEEE Access
Planning City-Wide Package Distribution Schemes Using Crowdsourced Public Transportation Systems.,IEEE Access
Research on Travel Time Prediction Model of Freeway Based on Gradient Boosting Decision Tree.,IEEE Access
A Modified GLT Double Faults Isolation Approach Based on MLE and RPV for Six-Gyro Redundant SINS.,IEEE Access
Optimal Planning of Multi-Energy System Considering Thermal Storage Capacity of Heating Network and Heat Load.,IEEE Access
Health Status Prediction Based on Belief Rule Base for High-Speed Train Running Gear System.,IEEE Access
Ego-Lane Position Identification With Event Warning Applications.,IEEE Access
The Installation Performance Control of Three Ducts Separate Exhaust Variable Cycle Engine.,IEEE Access
Lag Exponential Synchronization of Delayed Memristor-Based Neural Networks via Robust Analysis.,IEEE Access
Not in My Neighborhood - A User Equipment Perspective of Cellular Planning Under Restrictive EMF Limits.,IEEE Access
Application of Instance-Based Entropy Fuzzy Support Vector Machine in Peer-To-Peer Lending Investment Decision.,IEEE Access
Multistage Fusion With Dissimilarity Regularization for SAR/IR Target Recognition.,IEEE Access
A Self-Organized Task Distribution Framework for Module-Based Event Stream Processing.,IEEE Access
Analysing the Dynamics of Interbeat Interval Time Series Using Grouped Horizontal Visibility Graph.,IEEE Access
Reference Layer Artefact Subtraction (RLAS) - Electromagnetic Simulations.,IEEE Access
Prior Image Induced Regularization Method for Electrical Capacitance Tomography.,IEEE Access
Generative Adversarial Network-Based Method for Transforming Single RGB Image Into 3D Point Cloud.,IEEE Access
220-320 GHz Hemispherical Lens Antennas Using Digital Light Processed Photopolymers.,IEEE Access
Patient-Provider Interaction System for Efficient Home-Based Cardiac Rehabilitation Exercise.,IEEE Access
Big Data Driven Oriented Graph Theory Aided tagSNPs Selection for Genetic Precision Therapy.,IEEE Access
MA-Shape - Modality Adaptation Shape Regression for Left Ventricle Segmentation on Mixed MR and CT Images.,IEEE Access
Protective Performance of Different Passivators on Oil-Paper Insulation Containing Multiple Corrosive Sulphides.,IEEE Access
A Scalable Approach for 360° Feedback in Cooperative Learning.,IEEE Access
A Study on the Suitability of Visual Languages for Non-Expert Robot Programmers.,IEEE Access
A Review of the Analytics Techniques for an Efficient Management of Online Forums - An Architecture Proposal.,IEEE Access
Empirical Rates Characterization of Wearable Multi-Antenna Terminals for First-Responders.,IEEE Access
Automated Optimization of Intersections Using a Genetic Algorithm.,IEEE Access
Hard Sample Mining and Learning for Skeleton-Based Human Action Recognition and Identification.,IEEE Access
On-Chip Optical Vector Quadrature De-Multiplexer Proposal for QAM De-Aggregation by Single Bi-Directional SOA-Based Phase-Sensitive Amplifier.,IEEE Access
WSN-Based Measurement of Ion-Current Density Under High-Voltage Direct Current Transmission Lines.,IEEE Access
Limited-View Cone-Beam CT Reconstruction Based on an Adversarial Autoencoder Network With Joint Loss.,IEEE Access
Neurosurgical Craniotomy Localization Using Interactive 3D Lesion Mapping for Image-Guided Neurosurgery.,IEEE Access
Joint Model Feature Regression and Topic Learning for Global Citation Recommendation.,IEEE Access
Evaluation of SPN-Based Lightweight Crypto-Ciphers.,IEEE Access
A Simple and Robust Sensorless Control Based on Stator Current Vector for PMSG Wind Power Systems.,IEEE Access
Edge Odd Graceful Labeling of Cylinder and Torus Grid Graphs.,IEEE Access
Zero-/Low-Speed Operation of Multiphase Drive Systems With Modular Multilevel Converters.,IEEE Access
A Robust Calibration Method for Consumer Grade RGB-D Sensors for Precise Indoor Reconstruction.,IEEE Access
All Passive Realization of Lossy Coupling Matrices Using Resistive Decomposition Technique.,IEEE Access
Grid Ancillary Services From Doubly Fed Induction Generator-Based Wind Energy Conversion System - A Review.,IEEE Access
Hierarchical Verification for the BPMN Design Model Using State Space Analysis.,IEEE Access
The Feasibility of Automated Identification of Six Algae Types Using Feed-Forward Neural Networks and Fluorescence-Based Spectral-Morphological Features.,IEEE Access
An End-to-End Multi-Task and Fusion CNN for Inertial-Based Gait Recognition.,IEEE Access
Task Scheduling for Smart City Applications Based on Multi-Server Mobile Edge Computing.,IEEE Access
cGAN Based Facial Expression Recognition for Human-Robot Interaction.,IEEE Access
Time-Varying Social-Aware Resource Allocation for Device-to-Device Communication.,IEEE Access
Performance Investigation of Three-Phase Three-Switch Direct PWM AC/AC Voltage Converters.,IEEE Access
Direct Adaptive Neural Control Design for a Class of Nonlinear Multi Input Multi Output Systems.,IEEE Access
Development of Super-Resolution Sharpness-Based Axial Localization for Ultrasound Imaging.,IEEE Access
Joint Computing Resource, Power, and Channel Allocations for D2D-Assisted and NOMA-Based Mobile Edge Computing.,IEEE Access
The Internet of Things - A Review of Enabled Technologies and Future Challenges.,IEEE Access
IT2-Based Fuzzy Hybrid Decision Making Approach to Soft Computing.,IEEE Access
Combining Adaptive Hierarchical Depth Motion Maps With Skeletal Joints for Human Action Recognition.,IEEE Access
Performance Analysis of Mixed-ADC Massive MIMO Systems Over Spatially Correlated Channels.,IEEE Access
Stability Analysis of Boolean Networks With Stochastic Function Perturbations.,IEEE Access
A Multidimensional Cadastral Topological Data Model - Design and Implementation.,IEEE Access
Design of Reconfigurable Planar Micro-Positioning Stages Based on Function Modules.,IEEE Access
An Energy Efficient Integration Model for Sensor Cloud Systems.,IEEE Access
Adapted K-Nearest Neighbors for Detecting Anomalies on Spatio-Temporal Traffic Flow.,IEEE Access
A Survey on Urban Traffic Anomalies Detection Algorithms.,IEEE Access
Efficient and Accurate Detection and Frequency Estimation of Multiple Sinusoids.,IEEE Access
Visible Light Communication-Based Vehicle-to-Vehicle Tracking Using CMOS Camera.,IEEE Access
Compact UWB Antenna With Integrated Triple Notch Bands for WBAN Applications.,IEEE Access
Heading Control of Unmanned Marine Vehicles Based on an Improved Robust Adaptive Fuzzy Neural Network Control Algorithm.,IEEE Access
An Efficient Deadlock Recovery Policy for Flexible Manufacturing Systems Modeled With Petri Nets.,IEEE Access
Integrating Social Homophily and Network Lasso for Personalized Sentiment Classification.,IEEE Access
Local Descriptor Learning for Change Detection in Synthetic Aperture Radar Images via Convolutional Neural Networks.,IEEE Access
A Compact Single-Layer Ultra-Wideband Phase Shifter Using Weakly Coupled Lines.,IEEE Access
An Improved Hyperspectral Pansharpening Algorithm Based on Optimized Injection Model.,IEEE Access
The Sensitivity Design of Piezoresistive Acceleration Sensor in Industrial IoT.,IEEE Access
Tuning the Aggressive Slow-Start Behavior of MPTCP for Short Flows.,IEEE Access
Understanding Time-Based Trends in Stakeholders&apos; Choice of Learning Activity Type Using Predictive Models.,IEEE Access
Weakly Supervised Deep Depth Prediction Leveraging Ground Control Points for Guidance.,IEEE Access
Adaptive Robust Control of Multi-Axle Vehicle Electro-Hydraulic Power Steering System With Uncertain Tire Steering Resistance Moment.,IEEE Access
Oil-in-Water Two-Phase Flow Pattern Identification From Experimental Snapshots Using Convolutional Neural Network.,IEEE Access
Unified Subspace Fitting Framework and Its Performance Analysis for Direct Position Determination in the Presence of Multipath Propagation.,IEEE Access
Analysis of the Factors Affecting Airborne Digital Sensor Image Quality.,IEEE Access
Reversible Image Steganography Scheme Based on a U-Net Structure.,IEEE Access
Research on the Isolation and Collection Method of Multi-Channel Temperature and Power Supply Voltage Under Strong Marine Controlled Source EMI.,IEEE Access
Terahertz Dielectric Property Characterization of Photopolymers for Additive Manufacturing.,IEEE Access
Algorithms for Automatic Analysis and Classification of Heart Sounds-A Systematic Review.,IEEE Access
Differential Cryptanalysis of Round-Reduced SPECK Suitable for Internet of Things Devices.,IEEE Access
Development of a Mobile Game Application to Boost Students&apos; Motivation in Learning English Vocabulary.,IEEE Access
An Unsupervised Reconstruction-Based Fault Detection Algorithm for Maritime Components.,IEEE Access
Semi-Supervised Learning With Deep Embedded Clustering for Image Classification and Segmentation.,IEEE Access
Comparative Study of Inkjet-Printed Silver Conductive Traces With Thermal and Electrical Sintering.,IEEE Access
Effective Fat Quantification Using Multiple Region Growing Scheme at High-Field MRI.,IEEE Access
A Scalable Indirect Position-Based Causal Diffusion Protocol for Vehicular Networks.,IEEE Access
Rectangular Dielectric Resonator Antenna With Corrugated Walls.,IEEE Access
A Survey of Stereoscopic 3D Just Noticeable Difference Models.,IEEE Access
Kinematic Analysis of Trajectory Dimension-Dependent Sensorimotor Control in Arm Tracking.,IEEE Access
Designing Constant-Envelope Transmissions for Secret Communications in MISO Wiretap Channels.,IEEE Access
Secure Wireless Information and Power Transfer Based on Tilt Adaptation in 3-D Massive MIMO Systems.,IEEE Access
Damping Rotating Grid SINS Based on a Kalman Filter for Shipborne Application.,IEEE Access
AC Flashover Performance of FRP Hot Stick for Live Working in High Altitude Areas.,IEEE Access
FETMS - Fast and Efficient Trust Management Scheme for Information-Centric Networking in Internet of Things.,IEEE Access
Edge Cache-Based ISP-CP Collaboration Scheme for Content Delivery Services.,IEEE Access
Block-Based Optical Color Image Encryption Based on Double Random Phase Encoding.,IEEE Access
Comments on &quot;Stability, l2-Gain, and Robust H∞ Control for Switched Systems via N-Step-Ahead Lyapunov Function Approach&quot;.,IEEE Access
SPADE - Activity Prediction in Smart Homes Using Prefix Tree Based Context Generation.,IEEE Access
Composition of Partially-Observable Services.,IEEE Access
Linear-Time Algorithm for Learning Large-Scale Sparse Graphical Models.,IEEE Access
Directional Receivers for Diffusion-Based Molecular Communications.,IEEE Access
A Conformal Magneto-Electric Dipole Antenna With Wide H-Plane and Band-Notch Radiation Characteristics for Sub-6-GHz 5G Base-Station.,IEEE Access
Cryptanalysis and Improvement of the Image Encryption Scheme Based on 2D Logistic-Adjusted-Sine Map.,IEEE Access
Private Data Acquisition Method Based on System-Level Data Migration and Volatile Memory Forensics for Android Applications.,IEEE Access
Power Control in Relay-Assisted Anti-Jamming Systems - A Bayesian Three-Layer Stackelberg Game Approach.,IEEE Access
Novel Broadband Bow-Tie Antenna Based on Complementary Split-Ring Resonators Enhanced Substrate-Integrated Waveguide.,IEEE Access
An Energy-Efficient and Fast Convergent Resource Allocation Algorithm in Distributed Wireless Ad Hoc Networks.,IEEE Access
Two-Timescale Resource Allocation for Wireless Powered D2D Communications With Self-Interested Nodes.,IEEE Access
Drift-Aware Methodology for Anomaly Detection in Smart Grid.,IEEE Access
Profiling Performance of Application Partitioning for Wearable Devices in Mobile Cloud and Fog Computing.,IEEE Access
On the Application of Massive MIMO Systems to Machine Type Communications.,IEEE Access
On Electromagnetic Radiation Control for Wireless Power Transfer in Adhoc Communication Networks - Key Issues and Challenges.,IEEE Access
On Improving Recovery Performance in Multiple Measurement Vector Having Dependency.,IEEE Access
A Review on Blockchain Technologies for an Advanced and Cyber-Resilient Automotive Industry.,IEEE Access
Dynamically Reconstructing Minimum Spanning Trees After Swapping Pairwise Vertices.,IEEE Access
