IEEE Trans. Industrial Electronics,Guang-Hong Yang
IEEE Access,Lei Chen 0026
Applied Mathematics and Computation,Ludovic Mailleret
IEEE Trans. Industrial Electronics,Leah Holton
IEEE Access,Pengyue Zhao
Sensors,Huanbo Gao
Applied Mathematics and Computation,Mahidzal B. Dahari
Sensors,Jesús Ureña
Sensors,Alemseged Tamiru Haile
IEEE Trans. Industrial Electronics,Wen-Ru Tsai
Sensors,Peng Yuan
IEEE Access,Tao Wang 0001
Sensors,Yibin Hou
Sensors,Jae-Chan Yoon
IEEE Access,Konstantinos Nikitopoulos
Sensors,Rui Wang 0018
IEEE Trans. Industrial Electronics,Esther Florence Sundarsingh
IEEE Trans. Industrial Electronics,Yebo Tao
Sensors,Ulrike Dackermann
IEEE Access,Emmanuel C. Tatakis
Sensors,Chun-Te Chuang
IEEE Trans. Multimedia,Jingchang Zhang
IEEE Access,Zhu-Qing Jiao
IEEE Trans. Industrial Electronics,Haiwen Yuan
IEEE Trans. Industrial Electronics,Qinran Hu
Sensors,M. Cihan Çakir
IEEE Access,Xingli Lin
Sensors,Mugeon Kim
IEEE Trans. Industrial Electronics,Zongquan Deng
Sensors,Shuo-Ju Yeh
IEEE Access,Dapeng Chen
IEEE Access,Guanzhong Yang
IEEE Trans. Industrial Electronics,Kan Zheng
IEEE Access,Ahmed Alkhayyat
IEEE Access,Chan Young Jang
IEEE Access,Wuyang Shan
Sensors,Chengming Lee
IEEE Access,Mario Gonzalez
Sensors,Hwangnam Kim
IEEE Trans. Industrial Electronics,Mohammad Ali Badamchizadeh
Sensors,Xiaofang Pan
IEEE Access,Tsan-Ming Choi
Sensors,Chongxu Liu
Sensors,Samuel Prieto
Sensors,Zhan Yang
IEEE Access,Prakash Suman
IEEE Wireless Commun.,Khalim Amjad Meerja
IEEE Access,Younho Lee
IEEE Access,Zheng Chang
IEEE Trans. Industrial Electronics,Chek-Sing Teo
IEEE Trans. Industrial Electronics,Chiuk Song
IEEE Trans. Industrial Electronics,Dong Yang 0001
IEEE Access,François Gagnon
Sensors,Setia Budi
IEEE Access,Dhanjoo N. Ghista
IEEE Access,Weiguo Wan
IEEE Trans. Industrial Electronics,Raul Valencia-Alvarado
Sensors,Ying Wu 0002
IEEE Signal Process. Mag.,Gulcan Can
IEEE Trans. Consumer Electronics,Laisa C. P. Costa
Sensors,Ayman W. Habib
IEEE Trans. Industrial Electronics,Xuqian Pan
Sensors,Marco Pilz
Sensors,Jose Cisneros
IEEE Trans. Industrial Electronics,Tuomo Lindh
Sensors,Shaoning Li
Sensors,Alexander Koelpin
IEEE Access,Arslan Ahmed Amin
Sensors,Itziar Cabanes
IEEE Access,George F. Riley
IEEE Trans. Industrial Electronics,Fernand Díaz-Franco
Applied Mathematics and Computation,Tapabrata Ray
Applied Mathematics and Computation,Emad A. Az-Zo&apos;bi
Sensors,Mike Eichhorn
IEEE Access,Richard Y. Zhang
Sensors,Carlos Dafonte
Applied Mathematics and Computation,Chao Zhang
Sensors,Emanuele Lattanzi
IEEE Access,Hong Zhou
IEEE Access,Ronghui Zhang
IEEE Access,Béla Genge
Sensors,Shuying Zang
IEEE Access,Chunjuan Bo
Sensors,Dennis L. Arsenault
IEEE Trans. Industrial Electronics,Andreas Krings
Sensors,Omar J. Ibrahim
IEEE Access,Junwei Li
IEEE Access,Muhammad Noman Malik
Sensors,Michele Biondi
IEEE Trans. Industrial Electronics,Liwei Song
Sensors,Lasse Klingbeil
Sensors,Lukas Chrostowski
IEEE Access,Manuel Perez-Cortes
Sensors,Mickey Pelletier
IEEE Access,Paul Benz
IEEE Access,Chunyu Chen
Sensors,Wen Jiang 0004
Sensors,Jeong Hoon Lee
Sensors,Christian Fedorczak
Sensors,Luca Parmesan
IEEE Access,Wei Zou
IEEE Trans. Industrial Electronics,Xiaoting Chen
IEEE Trans. Industrial Electronics,Kaiyuan Li
IEEE Trans. Industrial Electronics,Sandeep Anand
IEEE Trans. Wireless Communications,Anthony Ephremides
IEEE Access,Yuxin Liu
Applied Mathematics and Computation,Zhenzhen Li
IEEE Trans. Industrial Electronics,Mike Barnes
Applied Mathematics and Computation,Wei Jiang
IEEE Trans. Industrial Electronics,Ehab H. E. Bayoumi
IEEE Access,Seongsoon Kim
IEEE Trans. Industrial Electronics,Raphaell Maciel de Sousa
Sensors,José A. Somolinos
IEEE Access,Geyi Sheng
Sensors,Gi-Hwan Cho
IEEE Trans. Industrial Electronics,Wenxiang Zhao
IEEE Trans. Industrial Electronics,S. Schacham
Sensors,Andrea Hároniková
Sensors,Renee V. Goreham
Sensors,Prasenjit Chatterjee
Sensors,Aldobenedetto Zotti
IEEE Trans. Industrial Electronics,Jianbo Wu
IEEE Trans. Industrial Electronics,Di-Hua Zhai
Sensors,Sang Tae Kim
IEEE Access,Cheng Chen 0005
IEEE Access,Vassilis Sboros
IEEE Trans. Industrial Electronics,Eduard Solano
Sensors,Beomjoon Kim
Applied Mathematics and Computation,Kim-Meow Liew
IEEE Trans. Industrial Electronics,Siyu Tang
IEEE Access,Lei Chang
Sensors,Jeffrey M. Manthorpe
IEEE Access,Jiabin Cui
IEEE Access,Jixin Liu
Sensors,Martin Fischeneder
IEEE Access,Youngsun Han
Applied Mathematics and Computation,Salah Boulaaras
Sensors,Rafael Fort
IEEE Access,In-Soo Kim
IEEE Trans. Industrial Electronics,Jaeyoung Kim
Sensors,Yingshu Li
Sensors,Fernando Castaño
Sensors,Takayuki Ito
Applied Mathematics and Computation,Giulio Gori
IEEE Access,Christopher Dibiasio
Sensors,Ashfaq Ahmad
Sensors,Majid Alshammari
IEEE Access,Kin-Lu Wong
Sensors,Dongkoo Shon
IEEE Access,Edoardo Patti
IEEE Access,Riham AlTawy
Sensors,Gulcin Bolat
Sensors,Evgeniy Yablokov
IEEE Access,Won-Seok Lee
Sensors,Wenjun Gong
IEEE Access,Sarmad Hussain
Sensors,Qingguo Xie
Sensors,Zain Anwar Ali
Sensors,Hee-Young Kim
IEEE Access,Ru Yang
IEEE Access,Nir Billfeld
IEEE Trans. Industrial Electronics,Chuan Dong
IEEE Trans. Industrial Electronics,Bum-Joo Lee
IEEE Trans. Industrial Electronics,Lixian Zhang
Sensors,Zhi Liu
IEEE Trans. Industrial Electronics,Pierluigi Siano
IEEE Access,Yonghua Lao
Sensors,Jordi Fonollosa
IEEE Access,Yujian Li
IEEE Access,Tapani Ristaniemi
IEEE Trans. Industrial Electronics,Qiang Tan
Sensors,Hyung Joon Cha
IEEE Access,Jiahui Qu
Sensors,Gustavo S. C. Avellar
Sensors,Daesik Son
IEEE Access,Huanyu Li 0002
Sensors,Laurent Beaudoin
Appl. Algebra Eng. Commun. Comput.,Jaehyun Ahn
Sensors,Wei Song 0007
Sensors,Paul Turner
Sensors,Abdallah Ougazzaden
Sensors,Martin Truijens
IEEE Trans. Industrial Electronics,Sami Ruoho
IEEE Trans. Industrial Electronics,Ruzairi Abdul Rahim
IEEE Trans. Industrial Electronics,Uikyum Kim
IEEE Trans. Industrial Electronics,Simin Mao
IEEE Access,Guangshi Lyu
IEEE Access,Maia Angelova
IEEE Access,Yuichi Murai
IEEE Trans. Industrial Electronics,Arezki Merkhouf
Sensors,Min-Chun Pan
IEEE Access,Xin Ai
Sensors,Kin Fong Lei
IEEE Access,Enrique Hernández-Orallo
Sensors,Davide Gandolfi
IEEE Access,Chiu-Hung Chen
IEEE Trans. Industrial Electronics,Yang Liu
Sensors,Bruce A. Buckingham
Sensors,Yulong Ge
Sensors,Fang Zhou
Sensors,Tian-Fu Lee
Sensors,Soo Chung
IEEE Access,Farman Ali
IEEE Access,Mamun Bin Ibne Reaz
IEEE Trans. Industrial Electronics,Dongwook Lee 0003
Sensors,Mohd Faudzi Fatin Nabilah
IEEE Access,Li Li 0049
IEEE Access,Kevin S. Galloway
IEEE Trans. Dependable Sec. Comput.,Oyindamola Oluwatimi
IEEE Access,Lei Ge
IEEE Trans. Industrial Electronics,Fan Xie 0002
IEEE Access,Zhibin Feng
Sensors,Pedro J. Clemente
Sensors,Mario Mörl
IEEE Access,Fambirai Takawira
Sensors,David Rodríguez-Navarro
Sensors,Young-Kyo Seo
Applied Mathematics and Computation,Vida Vukasinovic
Sensors,María García
Sensors,Junpeng Guo
Sensors,Naisen Yu
IEEE Access,Hengfei Cui
IEEE Access,Mohamad Omar Al Kalaa
Sensors,Hong-Baek Cho
IEEE Trans. Industrial Electronics,Jiwei Cao
Sensors,Zhiyuan Fan
Sensors,Yajiang Yin
Sensors,Jaume Piera
IEEE Access,Ahmed Abdelaziz
IEEE Access,Adolfo Lozano Tello
IEEE Access,Syed Rahman Mashwani
Sensors,Nikolaus Correll
IEEE Access,Majharul Talukder
IEEE Access,Christian Poellabauer
Applied Mathematics and Computation,Miroslava Ruzicková
IEEE Access,Jianling Yin
IEEE Trans. Industrial Electronics,F. Ramirez
IEEE Trans. Industrial Electronics,Jiaxiang Liu
IEEE Access,Pedro J. Clemente
Sensors,Zahra Sharif Khodaei
IEEE Access,Yao Qu
IEEE Access,Magdalena Mo Ching Mok
Sensors,Yuta Sunami
IEEE Trans. Industrial Electronics,Guidong Zhang
IEEE Trans. Industrial Electronics,Frances Bell
IEEE Access,Amin Azari
IEEE Access,Chi-Wai Chow
Sensors,Anders Bentien
Sensors,Kathrin Hottner
IEEE Access,Dan Xu 0004
IEEE Trans. Industrial Electronics,Robert Stala
Sensors,Dan Voicu
IEEE Trans. Industrial Electronics,Matthew Priestley
Sensors,Juan-Carlos Cano
IEEE Trans. Industrial Electronics,Swapnil D. Dabhade
Sensors,York R. Smith
Sensors,Young-Rok Kim
Sensors,Nurul Huda Abd. Karim
Sensors,Rimantas Kodzius
IEEE Access,Yanjun Xing
IEEE Access,Rubén Cuevas Rumín
Sensors,Yulong Chen
IEEE Access,Anliang Cai
Sensors,Stephen N. Mailu
IEEE Access,V. B. Surya Prasath
IEEE Access,Jørgen Arendt Jensen
IEEE Access,Samaneh Movassaghi
Applied Mathematics and Computation,Carlos Lizama
Sensors,Vincas Tamosiunas
Applied Mathematics and Computation,Binghua Liu
Sensors,Tzu-Keng Chiu
IEEE Access,Chris Norval
IEEE Access,Xiwei Huang
Sensors,Hui Lin
IEEE Trans. Industrial Electronics,Martin L. Yarmush
Sensors,Femke Ongenae
IEEE Trans. Industrial Electronics,Julián Castellanos-Ramos
IEEE Access,Wenyuan Liu
Sensors,Paolo Baracca
IEEE Access,Martine Lienard
IEEE Access,Dariusz Pryputniewicz
IEEE Access,Haiying Liu
IEEE Trans. Industrial Electronics,Gianluca Mendicino
IEEE Access,Eunju Yang
Sensors,Yordan P. Raykov
IEEE Trans. Industrial Electronics,Zhiyong Chen 0001
Sensors,Zhaoxia Zheng
Sensors,Dingran Chang
IEEE Trans. Industrial Electronics,Wenxin Liu
Sensors,Daehyeok Kim
IEEE Access,Jie Zhang 0030
IEEE Trans. Industrial Electronics,Dongyang Sun
Sensors,Tom Gatsinzi
IEEE Access,Roman L. Lysecky
IEEE Access,Yuan Ding
IEEE Access,Hala S. El-sayed
Sensors,José Ramón Perán
IEEE Access,Xuewen Rong
IEEE Access,Cuili Yao
IEEE Trans. Industrial Electronics,Krikor B. Ozanyan
IEEE Access,Xiaohui Lu
Sensors,Chuang Shi
IEEE Access,Fabio Graziosi
Sensors,Jay Hyoun Kwon
IEEE Access,Raquel Martínez-Unanue
IEEE Access,Yu Fan
IEEE Trans. Industrial Electronics,Imad Hmouz
Sensors,Daria Stepanova 0002
IEEE Access,Yuwen Cao
Sensors,Soyoun Kim
IEEE Access,Chung-Ping Chen
Sensors,Humera Yasmeen
IEEE Trans. Industrial Electronics,Kamil Staszek
IEEE Trans. Industrial Electronics,Kai-Wei Hu
Sensors,Junho Song
IEEE Access,Shi-Chao Yin
IEEE Trans. Industrial Electronics,Tiago B. Marchesan
IEEE Trans. Industrial Electronics,Haoyang Lu
Applied Mathematics and Computation,Tsung-fang Wu
IEEE Trans. Industrial Electronics,Young-Jin Park
Sensors,Junjun Fan
IEEE Access,Udrivolf Pica
Sensors,Peng Tian
IEEE Trans. Industrial Electronics,Xiaofeng Liu
Applied Mathematics and Computation,Yuezheng Gong
IEEE Access,Kai Chen 0014
Sensors,Mauro Serpelloni
IEEE Access,Yuya Arima
IEEE Trans. Industrial Electronics,Yousheng Wang
IEEE Trans. Industrial Electronics,Suneel Kumar Kommuri
Sensors,Wei Wang 0128
Sensors,Francesco Arcadio
IEEE Trans. Industrial Electronics,Kazuma Wada
IEEE Access,Thomas Olsson 0002
Sensors,Allison Kealy
IEEE Access,Chaynika Taneja
IEEE Access,Arshad Ahmad 0003
Sensors,Francesco Dell&apos;Anna
IEEE Access,Xiuhui Peng
IEEE Access,Hadi Mat Rosly
Sensors,Chunsheng Guo
Sensors,Shinichi Aoshima
IEEE Access,Chao Tan
IEEE Trans. Industrial Electronics,Chung-Wen Yu
IEEE Trans. Industrial Electronics,Raphaël Romary
IEEE Access,Xiongfeng Zhang
Sensors,Alberto Fernández-Isabel
Sensors,Luzhao Chen
IEEE Access,Shuai Ding
IEEE Trans. Industrial Electronics,Xinyi Shu
IEEE Access,Liping Huang
Sensors,Eduardo Arias
IEEE Trans. Industrial Electronics,Jean-François Brudny
Sensors,Stephane D&apos;Urso
Sensors,Luís Henrique Maciel Kosmalski Costa
Sensors,Bori Kim
Sensors,Tam Q. Nguyen
IEEE Access,Muhammad Zia
IEEE Access,Shengyong Chen
IEEE Trans. Industrial Electronics,Philippe Lutz
IEEE Trans. Industrial Electronics,Der-Cherng Tarng
IEEE Access,Dawen Xia
IEEE Trans. Industrial Electronics,Kianoush Nazarpour
Applied Mathematics and Computation,Michal Benes
IEEE Trans. Industrial Electronics,Dongsheng Brian Ma
IEEE Trans. Industrial Electronics,Shengyuan Xu
IEEE Trans. Industrial Electronics,Youngwoo Kim
IEEE Access,Zhen Xue
IEEE Access,Zhanfu An
IEEE Access,Jingyu Ning
IEEE Trans. Industrial Electronics,Sung-Mo Kang
Sensors,Jun Liu 0005
Sensors,Wenqian Huang
IEEE Trans. Industrial Electronics,Calogero Pace
IEEE Access,Mikio Hasegawa
IEEE Access,Han-Joon Kim
IEEE Network,Jonathan Prados-Garzon
IEEE Access,S. Kayalvizhi
Sensors,Guang-Chao Zhao
IEEE Access,Víctor Manuel Hernández Guzmán
Sensors,Yanru Zhao
Sensors,Abdulkareim Zuid
IEEE Access,Qiang Sun 0001
Sensors,Arindam Dutta
IEEE Trans. Industrial Electronics,Piotr Majtczak
IEEE Access,Peter Shaojui Wang
Sensors,Zhao Li 0004
Sensors,Song Feng
Sensors,Jiangxiong Li
Applied Mathematics and Computation,Daniel Lesnic
IEEE Access,Yinchu Sun
Sensors,Ricardo Sanz-Cortiella
IEEE Trans. Industrial Electronics,Xuetao Zhao
IEEE Trans. Industrial Electronics,Ningning Ren
Sensors,Santhisagar Vaddiraju
IEEE Access,Ran Cui
IEEE Access,Stylianos Georgoulas
IEEE Access,Ghazanfar Latif
IEEE Access,Gabriel Falcão Paiva Fernandes
IEEE Access,Chunsheng Zhu
IEEE Access,Sheng Ge
IEEE Trans. Industrial Electronics,Longcheng Tan
IEEE Trans. Industrial Electronics,Shanhe Su
IEEE Trans. on CAD of Integrated Circuits and Systems,Bei Yu 0001
IEEE Access,Xite Wang
IEEE Trans. Industrial Electronics,Steven X. Ding
Sensors,Fei Ma
IEEE Access,Hyun-Ho Choi
Sensors,Ichrak Amdouni
Sensors,Yang Gao
IEEE Trans. Industrial Electronics,Qichao Ma
Sensors,Hafizal Mohamad
Applied Mathematics and Computation,Yang Yu
Sensors,Dat Tien Nguyen
IEEE Access,Farah Adeeba
IEEE Access,Jun-Seong Kim
Sensors,Angela Valvo
IEEE Access,Yue Tian
IEEE Trans. Industrial Electronics,Ion Boldea
IEEE Access,Yunhe Wang
IEEE Trans. Industrial Electronics,Cheng Tan
IEEE Trans. Industrial Electronics,Peng Shi 0001
Applied Mathematics and Computation,Zainab John
IEEE Access,Jules-Raymond Tapamo
IEEE Access,Lu Ma
Sensors,Francisco Javier de Cos Juez
Sensors,Zofia Cebula
Sensors,Ruier Zeng
IEEE Trans. Intelligent Transportation Systems,Ning Zhang 0007
IEEE Access,Majid Abdullateef Abdullah
IEEE Access,Ateekh-Ur-Rehman
Sensors,Tianyi Song
Sensors,Hoon Sohn
IEEE Access,Sunil Kumar 0001
IEEE Access,Mohamed Ghazel
Sensors,Qian Chen
IEEE Access,Pierre Pluye
IEEE Access,Harry Leib
IEEE Access,Seohyeon Jeong
Sensors,Gotzon Aldabaldetreku
Sensors,Ming Wang
IEEE Access,Wenbin Sun
Sensors,Sihai Li
IEEE Access,Manisa Pipattanasomporn
Sensors,Ryo Shigeta
Sensors,Sehyun Shin
Sensors,Martin González
Sensors,Hangyu Li
IEEE Trans. Industrial Electronics,Hesam Nourmohamadi
Applied Mathematics and Computation,Kurt Varmuza
IEEE Trans. Industrial Electronics,Douglas C. Creighton
Sensors,Katja D. Mombaur
IEEE Trans. Industrial Electronics,Luisa Vittoria Bruno
Sensors,Ángel Leonardo Valdivieso Caraguay
IEEE Access,Issac Varela
IEEE Access,Zhijin Zhang
IEEE Access,Hao Tang 0004
Sensors,Zhijun He 0003
Applied Mathematics and Computation,Rabha W. Ibrahim
IEEE Access,Fatima Shoaib
Sensors,Kaiyuan Li
IEEE Trans. Industrial Electronics,Remus Pusca
IEEE Access,Weisi Lin
IEEE Trans. Industrial Electronics,Ren Xie
Sensors,Saeed Daneshmand
IEEE Access,Yu Zhou
Sensors,Zhouzheng Gao
Sensors,Daqun Li
IEEE Access,Felix Klaedtke
IEEE Access,Xiaoshuai Sun
IEEE Trans. Industrial Electronics,Anh Tuan Nguyen 0004
IEEE Trans. Industrial Electronics,Sibylle Dieckerhoff
Sensors,Michele Chincoli
Sensors,Roozbeh Hushiarian
IEEE Trans. Industrial Electronics,Kwyro Lee
IEEE Access,Jie Li 0002
IEEE Trans. Knowl. Data Eng.,Pietro Colombo
IEEE Access,Renata Lopes Rosa
IEEE Trans. Industrial Electronics,Rukmi Dutta
Sensors,Sven Peets
Sensors,Gaizka Durana
Sensors,Hyuk-Jin Yoon
IEEE Trans. Industrial Electronics,Tianze Kan
Applied Mathematics and Computation,M. Zocca
IEEE Trans. Information Theory,Ebrahim MolavianJazi
IEEE Trans. Industrial Electronics,Kazuhiro Umetani
Sensors,Basilio Sierra
Sensors,Zehua Dong
Sensors,Gilmar Guimaraes
IEEE Wireless Commun. Letters,Branka Vucetic
Sensors,Muqeet Ahmad
IEEE Trans. Industrial Electronics,Alireza Khaligh
IEEE Access,Shengmei Yang
IEEE Access,Yihui Lei
Sensors,Cristian F. Pasluosta
Sensors,Yingzhi Kan
IEEE Access,Kunyi Cai
IEEE Access,Zhou Guan
Sensors,Maksymilian Kurek
IEEE Access,Jesús Peral Cortés
IEEE Trans. Industrial Electronics,M. A. Khan
Sensors,Kui Li
Sensors,Esther Palomar
IEEE Trans. Industrial Electronics,Wai Man Ng
Sensors,Kevin Yemoto
Sensors,Changying Li
Applied Mathematics and Computation,A. Abdeldaim
Sensors,Tânia Lopes-Costa
Sensors,Joan Bartrina-Rapesta
Sensors,Aamir Farooq Malik
IEEE Trans. Industrial Electronics,Marcin Wolkiewicz
Sensors,Jie Duan 0003
IEEE Trans. Industrial Electronics,Francesco Grimaccia
IEEE Access,Kun Li
IEEE Access,Eiman Kanjo
IEEE Access,Manish Nair
IEEE Trans. Industrial Electronics,Mahmoud Shahbazi
Sensors,Alberto Borboni
Sensors,Letizia De Maria
IEEE Access,Agnieszka Landowska
Sensors,Helder Duarte
IEEE Trans. Industrial Electronics,Heyun Lin
IEEE Trans. Industrial Electronics,Juan Díaz González
IEEE Access,Dipanwita Dasgupta
IEEE Trans. Industrial Electronics,Weidong Chen 0001
IEEE Access,Jian Song
Sensors,Jinsong Gui
IEEE Trans. Industrial Electronics,Stefan Giurgea
Sensors,Yan Han
IEEE Access,Xingji Li
Sensors,Chunyang Lei
Applied Mathematics and Computation,Delfim F. M. Torres
IEEE Trans. Industrial Electronics,Guangfen Wei
Sensors,Daoming Xi
IEEE Access,Rachel Jeungeun Song
Sensors,Andreas Dietzel
IEEE Trans. Industrial Electronics,Allan Walton
Sensors,Bo Dang
Sensors,Hamza Landari
Sensors,Ahmad Khattab
IEEE Access,Mubashir Husain Rehmani
IEEE Access,Eduardo Tarifeno
IEEE Access,Chih-Wei Chien
Sensors,Seok-Min Kim
Sensors,Jun Kodama
Sensors,Núria Serrano
IEEE Access,Georgios Kalogridis
Applied Mathematics and Computation,S. P. Qian
Sensors,Xiaoli Meng
IEEE Access,Thanh Nam Pham
IEEE Access,Sameh Sorour
IEEE Access,Hui Fu
IEEE Access,Muhammad Usman Ghani Khan
Sensors,Xuexin Duan
Sensors,Zhan Zhao
Sensors,Ignacio Sanhueza
IEEE Access,Run-Shuo Li
IEEE Access,Chung-Lin Lee
Sensors,Chang Chen
