Consciousness and Conscious Machines - What&apos;s At Stake?,AAAI Spring Symposium - Towards Conscious AI Systems
Artificial Phenomenology for Human-Level Artificial Intelligence.,AAAI Spring Symposium - Towards Conscious AI Systems
ArAl - An Online Tool for Source Code Snapshot Metadata Analysis.,ACE
A Comparison of Three Popular Source code Similarity Tools for Detecting Student Plagiarism.,ACE
Assessment Design for Studio-Based Learning.,ACE
Resources and Support for the Implementation of Digital Technologies in New Zealand Schools.,ACE
Mastery Learning in Computer Science Education.,ACE
Resources Facilitating International Capstone Experiences.,ACE
Towards a Framework for Teaching Debugging.,ACE
Teaching a University-Wide Programming Laboratory - Managing a C Programming Laboratory for a Large Class with Diverse Interests.,ACE
An Investigation of Gender Differences in Computer Science Using Physiological, Psychological and Behavioural Metrics.,ACE
Pair Teaching in Action.,ACE
Development of a Self-Reporting Tool for Capturing Student Emotions During Programming Activities.,ACE
On the Frequency of Words Used in Answers to Explain in Plain English Questions by Novice Programmers.,ACE
What is the Effect of a Software Studio Experience on a Student&apos;s Employability?,ACE
Variations on a Theme - Academic Integrity and Program Code.,ACE
Technologies and Tools to Support Teaching and Learning Computer Graphics - A Literature Review.,ACE
A Fitness-Based Evolving Network for Web-APIs Discovery.,ACSW
Receipt-Free, Universally and Individually Verifiable Poll Attendance.,ACSW
A Survey of Anonymity of Cryptocurrencies.,ACSW
Decision Model for the Security and Utility Risk Evaluation (SURE) Framework.,ACSW
Design and Implementation of a Framework for a Health Information Survey System.,ACSW
Cybersecurity Indexes for eHealth.,ACSW
An Adaptive and Autonomous LoRa Gateway for Throughput Optimisation.,ACSW
Challenging AI - Evaluating the Effect of MCTS-Driven Dynamic Difficulty Adjustment on Player Enjoyment.,ACSW
Towards a Youth Mental Health Screening Analytics Tool.,ACSW
An Overall Health and Well-Being Data Model for Employer-Sponsored Personal Health Records.,ACSW
Topic Modelling for Identification of Vaccine Reactions in Twitter.,ACSW
HIIT The Road - Using Virtual Spectator Feedback in HIIT-based Exergaming.,ACSW
A Systematic Review of the Definition and Measurement of Engagement in Serious Games.,ACSW
Understanding the Comorbidity of Multiple Chronic Diseases Using a Network Approach.,ACSW
Multivariate Sequential Analytics for Treatment Trajectory Forecasting.,ACSW
Web Service based Intelligent Search on Legal Documents.,ACSW
Impact of Network Fairness on the Performance of Parallel Systems.,ACSW
Can I Trust the Data I See? - A Physician&apos;s Concern on Medical Data in IoT Health Architectures.,ACSW
A Team Based Player Versus Player Recommender Systems Framework For Player Improvement.,ACSW
Thermal comfort and physical activity in an office setting.,ACSW
Analysing Effectiveness of Multi-Label Classification in Clinical Coding.,ACSW
HIIT With Hits - Using Music and Gameplay to Induce HIIT in Exergames.,ACSW
Development and exploration of polymedication network from Pharmaceutical and Medicare Benefits Scheme data.,ACSW
Comparing Pixel N-grams and Bag of Visual Word Features for the Classification of Diabetic Retinopathy.,ACSW
Immersive Intelligence Genomic Data Visualisation.,ACSW
Insider Threat Detection with Long Short-Term Memory.,ACSW
Detection of Smoking Events from Confounding Activities of Daily Living.,ACSW
Solving the Hamiltonian Cycle Problem using a Quantum Computer.,ACSW
Overcoming the Bottlenecks in Next-Generation Heterogeneous Vehicular Networks - Is SDN the Optimal Solution?,ACSW
Clinically Comprehensible Clustering of Change in Time Series - The C4TS Algorithm.,ACSW
A Model-Driven Approach for Visualisation Processes.,ACSW
Health Consumer Usage Patterns in Management of CVD using Data Mining Techniques.,ACSW
A method to generate traverse paths for eliciting missing requirements.,ACSW
Botswana&apos;s Lab-In-A-Briefcase - A Position Paper.,ACSW
Efficient GPU Stream Transform.,ACSW
Systems Design Framework for a Practice-Based Evidence Approached Clinical Decision Support Systems.,ACSW
Understanding Diabetes through Watch Based Interactive Play.,ACSW
The Human Face in Play Based, Shared, Digital Learning Experiences.,ACSW
Window-based Streaming Graph Partitioning Algorithm.,ACSW
Analysing Emerging Topics across Multiple Social Media Platforms.,ACSW
Using Visualization to Illustrate Machine Learning Models for Genomic Data.,ACSW
Query log streams based incremental schema matching.,ACSW
Towards a Blockchain based Fall Prediction Model for Aged Care.,ACSW
Cardiovascular Risk Prediction Models - A Scoping Review.,ACSW
Specifying Weak Constraints in Processable English.,ACSW
Information Associations for Multi-Domain Applications - Addressing Data Utility in Segregated Networks.,ACSW
Last Island - Exploring Transitions to Sustainable Futures through Play.,ACSW
QoE Estimation Model for a Secure Real-Time Voice Communication System in the Cloud.,ACSW
Assessing Game Interface Workload and Usability - A Cognitive Science Perspective.,ACSW
An Interactive Visualization Tool for Sensor-based Physical Activity Data Analysis.,ACSW
Reduction of Cognitive Overload in Online Reviews Using Data Visualisation.,ACSW
BYOD in Hospitals-Security Issues and Mitigation Strategies.,ACSW
Generating Log Requirements for Checking Conformance against Healthcare Standards using Workflow Modelling.,ACSW
Sentiment Correlation Discovery From Social Media to Share Market.,ACSW
Multi-agent-based System to Model and Simulate the Emergency Response in Metropolis.,ACSW
A Set-based Logical Language for Specification of Combinatorial Models.,ACSW
Integrating Biological Heuristics and Gene Expression Data for Gene Regulatory Network Inference.,ACSW
Parallel Range, Segment and Rectangle Queries with Augmented Maps.,ALENEX
Simple and Fast BlockQuicksort using Lomuto&apos;s Partitioning Scheme.,ALENEX
Lightweight Distributed Suffix Array Construction.,ALENEX
Approximation of trees by self-nested trees.,ALENEX
Alternative Multicriteria Routes.,ALENEX
Concatenated k-Path Covers.,ALENEX
Efficiently Enumerating Hitting Sets of Hypergraphs Arising in Data Profiling.,ALENEX
A Practical Algorithm for Spatial Agglomerative Clustering.,ALENEX
Fast and Exact Public Transit Routing with Restricted Pareto Sets.,ALENEX
Worst-Case Efficient Sorting with QuickMergesort.,ALENEX
Practical Methods for Computing Large Covering Tours and Cycle Covers with Turn Cost.,ALENEX
SAT-Encodings for Treecut Width and Treedepth.,ALENEX
A new Integer Linear Program for the Steiner Tree Problem with Revenues, Budget and Hop Constraints.,ALENEX
Exactly Solving the Maximum Weight Independent Set Problem on Large Real-World Graphs.,ALENEX
Scalable Edge Partitioning.,ALENEX
Faster Support Vector Machines.,ALENEX
Batch-Parallel Euler Tour Trees.,ALENEX
Ranked Schröder Trees.,ANALCO
Subcritical random hypergraphs, high-order components, and hypertrees.,ANALCO
Degree distributions of generalized hooking networks.,ANALCO
QuickSort - Improved right-tail asymptotics for the limiting distribution, and large deviations (Extended Abstract).,ANALCO
Protection Number of Recursive Trees.,ANALCO
Reducing Simply Generated Trees by Iterative Leaf Cutting.,ANALCO
Esthetic Numbers and Lifting Restrictions on the Analysis of Summatory Functions of Regular Sequences.,ANALCO
Moments of Select Sets.,ANALCO
When Does Hillclimbing Fail on Monotone Functions - An entropy compression argument.,ANALCO
Sesquickselect - One and a half pivots for cache-efficient selection.,ANALCO
Arithmetic Progression Hypergraphs - Examining the Second Moment Method.,ANALCO
Median-of-k Jumplists and Dangling-Min BSTs.,ANALCO
Random walks on graphs - new bounds on hitting, meeting, coalescing and returning.,ANALCO
Combinatorics of nondeterministic walks of the Dyck and Motzkin type.,ANALCO
Collaborative accelerators for in-memory MapReduce on scale-up machines.,ASP-DAC
S2-PM - semi-supervised learning for efficient performance modeling of analog and mixed signal circuits.,ASP-DAC
ScanSAT - unlocking obfuscated scan chains.,ASP-DAC
ParaPIM - a parallel processing-in-memory accelerator for binary-weight deep neural networks.,ASP-DAC
Efficient sparsification of dense circuit matrices in model order reduction.,ASP-DAC
Machine learning and structural characteristics for reverse engineering.,ASP-DAC
SAADI - a scalable accuracy approximate divider for dynamic energy-quality scaling.,ASP-DAC
Towards limiting the impact of timing anomalies in complex real-time processors.,ASP-DAC
Towards practical homomorphic email filtering - a hardware-accelerated secure naïve bayesian filter.,ASP-DAC
ADEPOS - anomaly detection based power saving for predictive maintenance using edge computing.,ASP-DAC
Learning-based prediction of package power delivery network quality.,ASP-DAC
Software defined architectures for data analytics.,ASP-DAC
Path controllability analysis for high quality designs.,ASP-DAC
An approximation algorithm to the optimal switch control of reconfigurable battery packs.,ASP-DAC
Semi-supervised hotspot detection with self-paced multi-task learning.,ASP-DAC
Detailed routing by sparse grid graph and minimum-area-captured path search.,ASP-DAC
CompRRAE - RRAM-based convolutional neural network accelerator with reduced computations through a runtime activation estimation.,ASP-DAC
AdverQuil - an efficient adversarial detection and alleviation technique for black-box neuromorphic computing systems.,ASP-DAC
Improving scan chain diagnostic accuracy using multi-stage artificial neural networks.,ASP-DAC
ROBIN - incremental oblique interleaved ECC for reliability improvement in STT-MRAM caches.,ASP-DAC
Phone-nomenon - a system-level thermal simulator for handheld devices.,ASP-DAC
Structural rewriting in XOR-majority graphs.,ASP-DAC
Efficient sporadic task handling in parallel AUTOSAR applications using runnable migration.,ASP-DAC
SIMULTime - Context-sensitive timing simulation on intermediate code representation for rapid platform explorations.,ASP-DAC
GraphSAR - a sparsity-aware processing-in-memory architecture for large-scale graph processing on ReRAMs.,ASP-DAC
A shape-driven spreading algorithm using linear programming for global placement.,ASP-DAC
Insights into the mind of a trojan designer - the challenge to integrate a trojan into the bitstream.,ASP-DAC
Modeling processor idle times in MPSoC platforms to enable integrated DPM, DVFS, and task scheduling subject to a hard deadline.,ASP-DAC
AxDNN - towards the cross-layer design of approximate DNNs.,ASP-DAC
Hybrid binary-unary hardware accelerator.,ASP-DAC
TAD - time side-channel attack defense of obfuscated source code.,ASP-DAC
Finding placement-relevant clusters with fast modularity-based clustering.,ASP-DAC
SRAF insertion via supervised dictionary learning.,ASP-DAC
Runtime reconfigurable memory hierarchy in embedded scalable platforms.,ASP-DAC
Leakage-aware thermal management for multi-core systems using piecewise linear model based predictive control.,ASP-DAC
Design of 385 x 385 μm2 0.165V 270pW fully-integrated supply-modulated OOK transmitter in 65nm CMOS for glasses-free, self-powered, and fuel-cell-embedded continuous glucose monitoring contact lens.,ASP-DAC
Diffusion break-aware leakage power optimization and detailed placement in sub-10nm VLSI.,ASP-DAC
Maximizing power state cross coverage in firmware-based power management.,ASP-DAC
A figure of merit for assertions in verification.,ASP-DAC
Multi-angle bended heat pipe design using x-architecture routing with dynamic thermal weight on mobile devices.,ASP-DAC
FACH - FPGA-based acceleration of hyperdimensional computing by reducing computational complexity.,ASP-DAC
Quantum circuit compilers using gate commutation rules.,ASP-DAC
HUBPA - high utilization bidirectional pipeline architecture for neuromorphic computing.,ASP-DAC
A fast machine learning-based mask printability predictor for OPC acceleration.,ASP-DAC
In-memory batch-normalization for resistive memory based binary neural network hardware.,ASP-DAC
On-chip memory optimization for high-level synthesis of multi-dimensional data on FPGA.,ASP-DAC
SeRoHAL - generation of selectively robust hardware abstraction layers for efficient protection of mixed-criticality systems.,ASP-DAC
Development of a high stability, low standby power six-transistor CMOS SRAM employing a single power supply.,ASP-DAC
Low standby power CMOS delay flip-flop with data retention capability.,ASP-DAC
Design of gate-leakage-based timer using an amplifier-less replica-bias switching technique in 55-nm DDC CMOS.,ASP-DAC
Routing in optical network-on-chip - minimizing contention with guaranteed thermal reliability.,ASP-DAC
Simulate-the-hardware - training accurate binarized neural networks for low-precision neural accelerators.,ASP-DAC
P3M - a PIM-based neural network model protection scheme for deep learning accelerator.,ASP-DAC
A local optimal method on DSA guiding template assignment with redundant/dummy via insertion.,ASP-DAC
TNPU - an efficient accelerator architecture for training convolutional neural networks.,ASP-DAC
Build reliable and efficient neuromorphic design with memristor technology.,ASP-DAC
Implementing neural machine translation with bi-directional GRU and attention mechanism on FPGAs using HLS.,ASP-DAC
Sample preparation for multiple-reactant bioassays on micro-electrode-dot-array biochips.,ASP-DAC
Execution of provably secure assays on MEDA biochips to thwart attacks.,ASP-DAC
Autonomous vehicle routing in multiple intersections.,ASP-DAC
Redeeming chip-level power efficiency by collaborative management of the computation and communication.,ASP-DAC
Learning the sparsity for ReRAM - mapping and pruning sparse neural network for ReRAM based accelerator.,ASP-DAC
Integrated flow for reverse engineering of nanoscale technologies.,ASP-DAC
MDP-trees - multi-domain macro placement for ultra large-scale mixed-size designs.,ASP-DAC
Addressing the issue of processing element under-utilization in general-purpose systolic deep learning accelerators.,ASP-DAC
A system-level perspective to understand the vulnerability of deep learning systems.,ASP-DAC
Fault tolerance in neuromorphic computing systems.,ASP-DAC
A low-voltage low-power multi-channel neural interface IC using level-shifted feedback technology.,ASP-DAC
XPPE - cross-platform performance estimation of hardware accelerators using machine learning.,ASP-DAC
Design of heterogeneously-integrated memory system with storage class memories and NAND flash memories.,ASP-DAC
A three-dimensional millimeter-wave frequency-shift based CMOS biosensor using vertically stacked spiral inductors in LC oscillators.,ASP-DAC
BDD-based synthesis of optical logic circuits exploiting wavelength division multiplexing.,ASP-DAC
NETA - when IP fails, secrets leak.,ASP-DAC
NeuralHMC - an efficient HMC-based accelerator for deep neural networks.,ASP-DAC
A wide conversion ratio, 92.8% efficiency, 3-level buck converter with adaptive on/off-time control and shared charge pump intermediate voltage regulator.,ASP-DAC
Reliable in-memory neuromorphic computing using spintronics.,ASP-DAC
A 65-nm CMOS fully-integrated circulating tumor cell and exosome analyzer using an on-chip vector network analyzer and a transmission-line-based detection window.,ASP-DAC
Energy-efficient, low-latency realization of neural networks through boolean logic minimization.,ASP-DAC
2D optical imaging using photosystem I photosensor platform with 32x32 CMOS biosensor array.,ASP-DAC
A low-voltage CMOS electrophoresis IC using electroless gold plating for small-form-factor biomolecule manipulation.,ASP-DAC
A heuristic for multi objective software application mappings on heterogeneous MPSoCs.,ASP-DAC
Virtual prototyping of heterogeneous automotive applications - matlab, SystemC, or both?,ASP-DAC
Cell division - weight bit-width reduction technique for convolutional neural network hardware accelerators.,ASP-DAC
ALook - adaptive lookup for GPGPU acceleration.,ASP-DAC
Fully-automated synthesis of power management controllers from UPF.,ASP-DAC
CAPTOR - a class adaptive filter pruning framework for convolutional neural networks in mobile applications.,ASP-DAC
CycSAT-unresolvable cyclic logic encryption using unreachable states.,ASP-DAC
Factorization based dilution of biochemical fluids with micro-electrode-dot-array biochips.,ASP-DAC
A high-level modeling and simulation approach using test-driven cellular automata for fast performance analysis of RTL NoC designs.,ASP-DAC
A 0.16pJ/bit recurrent neural network based PUF for enhanced machine learning attack resistance.,ASP-DAC
BeSAT - behavioral SAT-based attack on cyclic logic encryption.,ASP-DAC
XOMA - exclusive on-chip memory architecture for energy-efficient deep learning acceleration.,ASP-DAC
Log-quantized stochastic computing for memory and computation efficient DNNs.,ASP-DAC
SeFAct - selective feature activation and early classification for CNNs.,ASP-DAC
Accelerate pattern recognition for cyber security analysis.,ASP-DAC
Testing stuck-open faults of priority address encoder in content addressable memories.,ASP-DAC
Latency constraint guided buffer sizing and layer assignment for clock trees with useful skew.,ASP-DAC
IR-ATA - IR annotated timing analysis, a flow for closing the loop between PDN design, IR analysis &amp; timing closure.,ASP-DAC
Suspect2vec - a suspect prediction model for directed RTL debugging.,ASP-DAC
Scalable design for field-coupled nanocomputing circuits.,ASP-DAC
A sharing-aware L1.5D cache for data reuse in GPGPUs.,ASP-DAC
Bidirectional tuning of microring-based silicon photonic transceivers for optimal energy efficiency.,ASP-DAC
ReRAM-based processing-in-memory architecture for blockchain platforms.,ASP-DAC
Aging-aware chip health prediction adopting an innovative monitoring strategy.,ASP-DAC
An N-way group association architecture and sparse data group association load balancing algorithm for sparse CNN accelerators.,ASP-DAC
Towards cognitive obfuscation - impeding hardware reverse engineering based on psychological insights.,ASP-DAC
FPGA laboratory system supporting power measurement for low-power digital design.,ASP-DAC
Mosaic - an automated synthesis flow for boolean logic based on memristor crossbar.,ASP-DAC
CuckooPIM - an efficient and less-blocking coherence mechanism for processing-in-memory systems.,ASP-DAC
Layout recognition attacks on split manufacturing.,ASP-DAC
Exploring emerging CNFET for efficient last level cache design.,ASP-DAC
HAMPER - high-performance adaptive mobile security enhancement against malicious speech and image recognition.,ASP-DAC
Detecting multi-layer layout hotspots with adaptive squish patterns.,ASP-DAC
Tackling signal electromigration with learning-based detection and multistage mitigation.,ASP-DAC
LithoROC - lithography hotspot detection with explicit ROC optimization.,ASP-DAC
REIN - a robust training method for enhancing generalization ability of neural networks in autonomous driving systems.,ASP-DAC
Spectral approach to verifying non-linear arithmetic circuits.,ASP-DAC
Deep learning-based framework for comprehensive mask optimization.,ASP-DAC
AERIS - area/energy-efficient 1T2R ReRAM based processing-in-memory neural network system-on-a-chip.,ASP-DAC
Efficient FPGA implementation of local binary convolutional neural network.,ASP-DAC
Handling stuck-at-faults in memristor crossbar arrays using matrix transformations.,ASP-DAC
Boosting chipkill capability under retention-error induced reliability emergency.,ASP-DAC
Hardware-software co-design of slimmed optical neural networks.,ASP-DAC
ADMM attack - an enhanced adversarial attack for deep neural networks with undetectable distortions.,ASP-DAC
Robust sample preparation on digital microfluidic biochips.,ASP-DAC
GRAM - graph processing in a ReRAM-based computational memory.,ASP-DAC
Partitioned and overhead-aware scheduling of mixed-criticality real-time systems.,ASP-DAC
A staircase structure for scalable and efficient synthesis of memristor-aided logic.,ASP-DAC
Design automation for adiabatic circuits.,ASP-DAC
Compiling SU(4) quantum circuits to IBM QX architectures.,ASP-DAC
The Effect of Ground Changes and the Setting of External Magnetic Field on Electroplating FeNi Layers.,AUTOMATION
Estimation of Free Space on Car Park Using Computer Vision Algorithms.,AUTOMATION
Follow-Up Sequencing Algorithm for Car Sequencing Problem 4.0.,AUTOMATION
The Use of Force Feedback to Control the Robot During Drilling.,AUTOMATION
The Test Stand Research on HONDA NHX 110 Powered with Alternative Fuels - A Case Study.,AUTOMATION
Battery Voltage Estimation Using NARX Recurrent Neural Network Model.,AUTOMATION
Increasing Imaging Speed and Accuracy in Contact Mode AFM.,AUTOMATION
Identification of Fractional Order Transfer Function Model Using Biologically Inspired Algorithms.,AUTOMATION
Nested NARIMA Model of the Atmospheric Distillation Column.,AUTOMATION
Capabilities of the Additive Manufacturing in Rapid Prototyping of the Grippers&apos; Precision Jaws.,AUTOMATION
Hierarchical Petri Net Representation of Robot Systems.,AUTOMATION
Optimal Tuning of Altitude Controller Parameters of Unmanned Aerial Vehicle Using Iterative Learning Approach.,AUTOMATION
A Description of the Motion of a Mobile Robot with Mecanum Wheels - Dynamics.,AUTOMATION
A Description of the Motion of a Mobile Robot with Mecanum Wheels - Kinematics.,AUTOMATION
Optimal Control of a Wheeled Robot.,AUTOMATION
Using Multiple RFID Readers in Mobile Robots for Surface Exploration.,AUTOMATION
Magnetic Induction Measurements as an Example of Evaluating Uncertainty of a Vector Output Quantity.,AUTOMATION
Study on Wave Simulator and Hydraulic Active Heave Compensation Structure.,AUTOMATION
Geophysical Measurements in the Aspect of Recognition of Discontinuous Deformation Processes - A Case Study.,AUTOMATION
Accelerating Image Fusion Algorithms Using CUDA on Embedded Industrial Platforms Dedicated to UAV and UGV.,AUTOMATION
Normal Fractional Positive Linear Systems and Electrical Circuits.,AUTOMATION
Transfer Matrices with Positive Coefficients of Positive Descriptor Continuous-Time Linear Systems.,AUTOMATION
New Methods of Power Nodes Automatic Operation in Scope of Voltage Regulation, Reactive Power and Active Power Flow Control.,AUTOMATION
Information Support the Operative Control Procedures of Energy Efficiency of Operation Modes of Municipal Water Supply System Facilities.,AUTOMATION
The Problem of the Optimal Strategy of Minimax Control by Objects with Distributed Parameters.,AUTOMATION
Evaluation Methods for the Ergatic System Reliability Operator.,AUTOMATION
High Precision Automated Astronomical Mount.,AUTOMATION
Construction and Preliminary Testing of the Force Feedback Device for Use in Industrial Robot Control Based on the BCI Hybrid Interface.,AUTOMATION
Technological Monitoring in the Management of the Distillation-Rectification Plant.,AUTOMATION
Low Power Wireless Protocol for IoT Appliances Using CSMA/CA Mechanism.,AUTOMATION
A Diagnostic System for Remaining Useful Life of Ball Bearings.,AUTOMATION
Measuring Performance in Robotic Teleoperation Tasks with Virtual Reality Headgear.,AUTOMATION
Realization of the Descriptor Continuous-Time Fractional System Consist of Strictly Proper Part and Polynomial Part.,AUTOMATION
Digraphs Structures with Weights Corresponding to One-Dimensional Fractional Systems.,AUTOMATION
Method for Living Cell Mechanical Properties Evaluation from Force-Indentation Curves.,AUTOMATION
A Self-driving Car in the Classroom - Design of an Embedded, Behavior-Based Control System for a Car-Like Robot.,AUTOMATION
Neon Oscillator Megohmmeter.,AUTOMATION
Proposition of the Methodology of the Robotised Part Replication Implemented in Industry 4.0 Paradigm.,AUTOMATION
Laser-Based Localization and Terrain Mapping for Driver Assistance in a City Bus.,AUTOMATION
Discrete, Fractional Order, Cancellation Controller. Part I - Idea and Simulations.,AUTOMATION
Discrete, Fractional Order, Cancellation Controller. Part II - PLC Implementation.,AUTOMATION
Using the Raspberry PI2 Module and the Brain-Computer Technology for Controlling a Mobile Vehicle.,AUTOMATION
The Use of Brain-Computer Interface to Control Unmanned Aerial Vehicle.,AUTOMATION
Infrastructure of RFID-Based Smart City Traffic Control System.,AUTOMATION
Rotation Speed Detection of a CNC Spindle Based on Ultrasonic Signal.,AUTOMATION
Unified CAMELOT Interoperability Adapters for Existing Unmanned Command and Control Systems.,AUTOMATION
Minimum Energy Control and Reachability of Continuous-Time Linear Systems with Rectangular Inputs.,AUTOMATION
Low Phase Shift and Least Squares Optimal FIR Filter.,AUTOMATION
Low Phase Shift Differential FIR Filter Design.,AUTOMATION
Development of the Structure of an Automated Control System Using Tensor Techniques for a Diffusion Station.,AUTOMATION
