:START_ID(Article);:END_ID(Keyword)
18782;data storage
5671;big data
14073;data modeling
6966;data modeling
19557;indexing
1640;big data
10366;asterisk-property
2308;big data
17607;processing
901;trusted subject
1059;data querying
16937;data modeling
18497;data querying
3639;Hardware
276;data
18725;data modeling
927;data querying
12498;big data
6651;data modeling
18889;data querying
14984;processing
1571;data modeling
9390;Software
2455;trusted subject
10769;data
1360;data
6042;RAM
15972;data querying
4498;secure computer system
8677;data querying
2382;data querying
8903;Software
8289;big data
18732;processing
7806;data querying
18256;indexing
1163;TCP/IP
8311;secure computer system
19039;data querying
1431;star property
18206;data modeling
11402;big data
17555;data
13010;data storage
6106;security
11343;big data
753;data storage
11051;secure computer system
14734;data modeling
12831;data querying
18333;data
6431;security
620;data management
14626;indexing
12141;data management
16294;data
4988;model simple security condition
10629;security
8742;TCP/IP
7520;data
15972;data management
10466;indexing
6885;indexing
15795;indexing
10045;data
12846;indexing
8349;mathematical model
15430;big data
8109;big data
12794;security
16058;data
19855;data
7322;asterisk-property
4172;star property
17740;indexing
7444;processing
7528;data querying
3359;data
2346;star property
3645;asterisk-property
8009;asterisk-property
17666;data storage
406;TCP/IP
15506;processing
10449;processing
11846;mathematical model
13022;data
4227;data querying
17726;data management
18489;data querying
4324;data
4734;big data
9281;indexing
17718;data modeling
2381;RAM
18044;data
6298;indexing
16622;data modeling
12930;model simple security condition
1872;secure computer system
13421;data modeling
7702;Software
368;asterisk-property
19649;data storage
14466;data modeling
9180;data storage
2551;RAM
8904;trusted subject
1179;data management
953;indexing
12813;mathematical model
6647;model simple security condition
2644;data querying
1066;processing
8142;ROM
16875;processing
5258;trusted subject
16052;data storage
6711;big data
13001;indexing
2911;data modeling
16381;data querying
849;Software
6994;trusted subject
19073;data management
11960;data modeling
6357;Software
9346;Hardware
5169;trusted subject
13991;data management
5532;big data
18149;big data
2939;RAM
7386;star property
15405;processing
8128;processing
17912;data
9032;data management
9221;secure computer system
1156;mathematical model
7440;TCP/IP
18664;data storage
4809;model simple security condition
8187;trusted subject
9551;TCP/IP
869;RAM
16872;data modeling
8206;big data
18258;data querying
14027;data management
3986;secure computer system
10904;security
17101;processing
11450;data storage
5095;secure computer system
13266;processing
9353;data modeling
7058;asterisk-property
14466;data
108;ROM
1623;data management
19459;indexing
2613;ROM
6748;TCP/IP
19870;processing
18598;data
11964;star property
601;data modeling
18515;indexing
16276;data querying
2616;data management
1856;Software
7153;trusted subject
17064;data management
4622;secure computer system
10999;data management
10633;data modeling
2065;asterisk-property
2573;processing
6568;data modeling
18732;data
9898;mathematical model
14338;data
10550;processing
754;RAM
5676;model simple security condition
9591;data modeling
621;data storage
3524;indexing
11616;Software
19499;data querying
16682;data
19342;data querying
8826;data
8237;big data
7908;security policy
3512;data storage
10109;data storage
18595;data management
5560;big data
4323;RAM
10106;data modeling
4636;secure computer system
6735;security
480;data modeling
8215;data querying
5893;data modeling
19688;data modeling
9470;data querying
11334;processing
3208;indexing
14689;indexing
11680;ROM
922;ROM
4046;processing
10531;RAM
11725;data querying
1803;secure computer system
15110;indexing
7565;Hardware
3855;processing
16928;indexing
9586;ROM
9227;big data
16177;data
5919;data
11907;data management
11860;model simple security condition
15379;data modeling
6878;security
16056;data management
7096;RAM
18624;data
7806;data management
13449;data querying
9469;big data
11023;security
159;big data
10123;data management
15694;data storage
14424;data management
3632;TCP/IP
7110;Hardware
19514;indexing
18421;data
8811;mathematical model
1215;Software
1443;asterisk-property
9512;processing
16547;data storage
8237;data management
18072;data querying
5777;security policy
19085;indexing
12677;TCP/IP
4238;data management
10554;security policy
10077;RAM
10930;data querying
16376;data management
4799;data management
17053;big data
5495;data querying
951;Software
8793;RAM
13251;big data
2383;indexing
5685;big data
1828;data
4989;indexing
6420;big data
10236;indexing
14394;big data
13495;data management
12515;security policy
14241;data management
9820;security policy
2056;big data
892;big data
3671;secure computer system
2055;processing
2989;data modeling
1144;mathematical model
10231;ROM
2968;processing
5916;data querying
7876;trusted subject
7650;TCP/IP
2131;Software
14139;data
5053;mathematical model
1515;big data
5211;data modeling
18997;processing
2775;data querying
4328;Hardware
6831;data modeling
7062;TCP/IP
10925;ROM
10056;indexing
13113;processing
10061;security policy
14020;indexing
2062;processing
16661;big data
13246;data
17895;data modeling
8626;data storage
13543;indexing
7945;indexing
15223;data
2604;indexing
196;data
2891;data management
16615;indexing
5947;Software
7192;secure computer system
12244;processing
5563;secure computer system
19345;data storage
9061;data
17643;data querying
734;indexing
13092;indexing
4412;security policy
1332;big data
4319;processing
18393;data querying
13563;data
5591;TCP/IP
9242;ROM
18906;big data
15241;data querying
11924;security policy
11891;data querying
12772;asterisk-property
11625;big data
18197;data
16687;data
13386;data querying
1861;data modeling
14260;data querying
14266;data
1942;data storage
5128;data storage
1374;data modeling
15070;data querying
7963;data modeling
6268;security
17256;processing
8304;data storage
6003;TCP/IP
7006;security
1358;processing
13129;big data
9590;ROM
10307;indexing
13353;data
13237;data storage
13340;data management
13551;data modeling
9827;secure computer system
13325;big data
6105;data storage
6533;mathematical model
18836;big data
5551;indexing
10126;processing
10089;indexing
17534;data management
1310;TCP/IP
10179;RAM
99;data modeling
1210;Software
1494;star property
2519;Software
18590;data storage
8284;indexing
10204;secure computer system
874;ROM
4425;model simple security condition
7937;Hardware
17211;indexing
13946;data storage
13032;indexing
4603;indexing
10234;security policy
12235;ROM
16589;data modeling
4123;data
11979;data querying
15917;data modeling
13794;indexing
14909;data
5484;RAM
11386;secure computer system
17616;indexing
4237;data modeling
6981;data storage
15073;big data
966;data
9942;Software
144;data management
9738;security policy
18680;processing
14291;big data
3376;data
7158;mathematical model
8584;big data
13980;data storage
12727;data storage
5101;TCP/IP
1109;TCP/IP
13425;data querying
13895;data modeling
9733;data querying
18117;indexing
9;Software
14465;indexing
8980;big data
12657;indexing
8521;TCP/IP
9025;data querying
1347;Hardware
16685;indexing
10006;data modeling
2080;big data
12253;big data
12114;data querying
10533;data modeling
16331;data storage
18435;processing
8355;indexing
13425;data
5158;star property
6879;security
10401;big data
4588;ROM
9388;processing
14502;data
1151;model simple security condition
7453;RAM
17952;data storage
5791;RAM
11596;data modeling
1097;star property
2245;TCP/IP
7337;data storage
15490;data modeling
14267;data management
13845;data modeling
10406;data
17995;processing
18195;data storage
3194;data modeling
7516;Software
11142;TCP/IP
1160;model simple security condition
1614;star property
10311;data modeling
19705;data modeling
16785;data
5905;security policy
6953;trusted subject
18257;data management
2279;processing
12881;data querying
2982;data modeling
5689;star property
13197;indexing
13604;data storage
4678;security
12879;data
19687;data querying
12864;Software
1829;big data
13775;processing
17957;processing
16475;data management
15373;indexing
15161;data
9618;star property
13309;data
2454;Software
3030;secure computer system
4039;data management
15176;data querying
15254;data
16033;data storage
12830;data management
19007;processing
1903;indexing
1183;RAM
17090;big data
7380;Software
16146;data storage
8759;Hardware
11002;big data
14323;processing
11138;processing
2958;Hardware
5042;mathematical model
18010;big data
6351;star property
14109;indexing
14376;data storage
14822;data management
18009;indexing
15673;indexing
16254;big data
2306;indexing
5565;TCP/IP
14299;data storage
17816;data querying
10986;data management
13323;processing
12354;RAM
12788;indexing
10510;data storage
6246;data
5948;data storage
752;processing
19044;data storage
10794;Software
9636;RAM
15330;processing
9509;big data
10978;data
13522;data management
7208;TCP/IP
3740;trusted subject
14966;data
15362;data management
16716;data querying
13691;data storage
143;data modeling
8262;Hardware
14571;data modeling
17138;processing
1483;data querying
18113;data management
9308;indexing
11265;data storage
5069;data modeling
9343;RAM
7446;RAM
15842;big data
9307;data querying
10729;model simple security condition
7466;ROM
3734;data management
11719;data modeling
372;trusted subject
14804;data management
16852;big data
12097;data management
11122;security policy
17507;processing
12722;data modeling
1766;data management
9179;TCP/IP
18510;data modeling
11574;big data
7335;data storage
882;data
14867;data querying
17016;data modeling
162;big data
8991;star property
13657;data querying
3707;trusted subject
19326;data
3590;data querying
8355;processing
4737;trusted subject
19853;data
10185;data querying
1365;secure computer system
19185;big data
19472;data querying
6229;ROM
1421;data modeling
3209;data
12194;Software
10582;TCP/IP
16430;data querying
3799;data
19600;data management
2117;RAM
5695;processing
7894;processing
13803;data modeling
13482;indexing
7231;data storage
1151;security
15276;data management
2325;data modeling
17715;data
12282;star property
5979;data modeling
16997;big data
6042;Hardware
664;processing
11073;indexing
296;data querying
5319;data
2515;data storage
14641;data management
10784;data storage
7236;indexing
15115;data
13717;big data
15888;big data
9436;secure computer system
11635;secure computer system
11389;security
4124;data storage
7719;data modeling
10426;data
4809;Hardware
4201;big data
5656;data management
2098;data querying
8095;data modeling
6484;data querying
16704;big data
9330;data
17227;data management
9385;data storage
4573;data storage
335;data storage
15604;processing
519;big data
17723;data storage
7707;data modeling
907;data
15186;big data
11668;trusted subject
16372;data storage
10241;secure computer system
15652;processing
6812;secure computer system
17812;data storage
7679;mathematical model
7258;data storage
17759;data
15736;indexing
16986;data querying
9083;big data
10889;indexing
15608;big data
15102;data storage
7341;indexing
1064;RAM
215;data management
2185;data modeling
805;mathematical model
12993;indexing
10727;data modeling
3431;star property
4418;security policy
8927;security
1952;TCP/IP
10499;Software
14679;indexing
12015;data storage
16149;big data
18300;data storage
14836;data modeling
7308;star property
4193;mathematical model
9193;data storage
9027;Software
9013;asterisk-property
12342;processing
17180;data storage
12359;data management
8606;Software
14413;big data
2527;TCP/IP
2413;big data
15470;data querying
9476;asterisk-property
7682;data querying
8026;data querying
5437;indexing
16749;data management
3727;TCP/IP
13525;indexing
16791;big data
14323;data querying
11279;big data
10216;data storage
2585;TCP/IP
17026;data modeling
5080;data querying
12100;data modeling
6321;asterisk-property
14912;big data
4967;data storage
8849;ROM
13349;indexing
6296;asterisk-property
12186;data querying
17196;data management
2795;model simple security condition
9952;data querying
5017;big data
16670;data querying
10519;data querying
4182;security
15147;processing
6147;security
13667;processing
16422;data management
3289;Software
3838;RAM
16690;data querying
13738;indexing
3898;TCP/IP
17354;data modeling
14930;data querying
16450;processing
18263;data
2203;ROM
226;star property
12366;data storage
3446;trusted subject
820;asterisk-property
4159;data
13274;data modeling
19685;indexing
7789;data management
10544;security policy
19844;big data
13865;indexing
8632;star property
12699;secure computer system
11086;security policy
13665;processing
17549;big data
19823;processing
6338;data modeling
11640;data
18043;data querying
2199;Hardware
7931;mathematical model
4120;processing
406;star property
10258;data querying
7922;star property
6882;processing
15792;processing
3224;data
12016;data
17823;data querying
15747;indexing
1761;RAM
12422;TCP/IP
11015;asterisk-property
12237;data querying
18159;data
12295;big data
13459;indexing
3629;asterisk-property
18556;data management
5362;ROM
11452;data modeling
12359;data modeling
18863;processing
3542;TCP/IP
13509;data modeling
18055;data modeling
9108;data storage
3309;processing
10671;security
18158;data
5260;security
12371;TCP/IP
10140;star property
5490;ROM
4259;big data
5009;data querying
14590;data querying
1219;data storage
19101;big data
3286;processing
13985;data storage
12916;secure computer system
2466;data
9890;asterisk-property
13303;data storage
10869;big data
1001;security
11360;data
19622;data management
14276;big data
7567;star property
10177;indexing
5933;data querying
1367;RAM
18843;data modeling
19286;processing
15463;data storage
17757;data modeling
16051;data storage
7500;data modeling
17741;data modeling
73;trusted subject
17291;data
3216;RAM
6784;trusted subject
121;mathematical model
1668;TCP/IP
3782;TCP/IP
4976;mathematical model
2311;mathematical model
18086;processing
3261;data storage
6148;data querying
12444;data querying
19804;data storage
5921;data management
19903;processing
4248;data management
2872;data querying
1474;data modeling
10955;security
9975;processing
10115;data querying
5707;ROM
9642;security policy
16281;data modeling
14808;indexing
11092;RAM
12747;Hardware
1036;big data
485;trusted subject
7873;data
2384;TCP/IP
17912;data management
19491;data storage
5527;data modeling
2177;RAM
4976;TCP/IP
2061;Software
4344;security
14961;data management
3992;security policy
3154;security policy
14795;data modeling
3379;data
5363;trusted subject
2633;processing
6832;data storage
9703;star property
12589;data modeling
17153;data querying
2288;indexing
19629;data management
6688;Hardware
1747;indexing
16944;data storage
8490;trusted subject
12910;data modeling
6672;model simple security condition
9916;star property
4670;processing
15066;data querying
3007;RAM
12464;trusted subject
15102;data management
11304;data querying
1013;mathematical model
3108;processing
14695;data storage
9775;data
15162;data querying
11801;processing
17584;data management
1228;data storage
11950;data
19330;big data
10443;ROM
3996;indexing
1496;secure computer system
1369;data
401;mathematical model
9124;Software
2134;security policy
4863;trusted subject
7113;indexing
2123;RAM
4199;data querying
1624;security
4146;model simple security condition
18124;data
2706;data querying
2552;data querying
8072;mathematical model
15107;data storage
6404;data storage
2602;indexing
12662;processing
7878;data management
9;security policy
12260;trusted subject
8669;data querying
9527;star property
6894;security policy
2394;asterisk-property
17892;data querying
9603;trusted subject
327;secure computer system
9934;ROM
12212;security
16219;data modeling
8900;star property
8211;data management
7994;Software
14888;processing
12705;big data
3382;data storage
13185;data
7249;data querying
9621;Software
4942;data storage
5;asterisk-property
18472;data modeling
8298;security
2941;data
14742;data
6463;model simple security condition
13497;data modeling
4838;asterisk-property
16123;data querying
16284;data modeling
3347;processing
17580;data
11662;model simple security condition
6128;data management
104;indexing
14646;processing
400;data modeling
17418;processing
13186;indexing
13040;data modeling
5493;ROM
7534;data
4231;security policy
9618;model simple security condition
17340;data management
752;data management
10797;RAM
18090;data storage
9980;data storage
13025;data modeling
6890;big data
15780;big data
3785;data storage
8423;RAM
11989;data modeling
4153;RAM
11679;trusted subject
8759;ROM
615;star property
9161;model simple security condition
16242;data management
11946;data querying
8150;big data
12623;RAM
12785;asterisk-property
6550;Hardware
3794;TCP/IP
19400;data
207;data modeling
7467;data storage
1147;processing
10883;data management
17120;data modeling
1351;mathematical model
12156;security
13012;data management
16686;data querying
18716;data modeling
1722;indexing
8631;model simple security condition
6309;model simple security condition
9279;mathematical model
792;data storage
8142;Software
17017;big data
1958;TCP/IP
16416;data modeling
6298;data querying
8472;mathematical model
9689;big data
12305;data modeling
6279;data querying
11420;data storage
11534;ROM
8138;processing
18038;data management
19281;processing
17640;data management
8389;data modeling
14184;data
13316;data
7855;data querying
3908;asterisk-property
19748;data querying
4529;star property
17957;data storage
9797;Software
17203;data management
5494;Hardware
1286;trusted subject
16983;data modeling
5891;Hardware
11543;Hardware
5296;trusted subject
4444;ROM
451;model simple security condition
10944;ROM
2415;data management
12994;data querying
5114;model simple security condition
456;TCP/IP
2134;secure computer system
523;data storage
9937;model simple security condition
17143;big data
5289;data querying
15915;data management
5517;processing
500;data storage
5015;processing
14204;indexing
5229;data querying
7323;trusted subject
17337;big data
9421;secure computer system
3059;asterisk-property
13313;data storage
10247;Software
1836;Hardware
14518;indexing
9335;processing
19379;data modeling
9726;RAM
19826;data modeling
13794;data management
3594;asterisk-property
4920;trusted subject
1487;data storage
7740;security
13599;big data
13012;indexing
9796;Hardware
10940;data storage
13775;data modeling
1308;data
718;indexing
4327;Hardware
5929;Hardware
15755;processing
6845;processing
86;secure computer system
12343;mathematical model
2050;TCP/IP
4565;data storage
6156;Software
17750;data modeling
7121;Hardware
12403;data management
4513;trusted subject
3262;data modeling
8709;big data
16433;processing
3533;RAM
14077;data
9800;trusted subject
9690;model simple security condition
15858;data storage
2660;mathematical model
7346;mathematical model
11508;big data
2373;ROM
18748;data modeling
14803;processing
11603;Software
9462;Software
7593;RAM
1138;model simple security condition
3177;processing
8212;secure computer system
16846;processing
14352;data
9714;asterisk-property
7357;processing
17685;indexing
18233;data storage
1048;star property
15012;processing
1830;Software
13429;data
3112;data
19864;data management
13364;data querying
8468;Hardware
4912;data storage
17590;processing
12184;asterisk-property
6246;processing
13469;data management
7741;star property
8496;data querying
2969;data management
5065;RAM
10290;processing
12374;mathematical model
5996;ROM
3543;big data
1041;data management
9474;big data
3656;data querying
2671;indexing
2007;security
197;indexing
18855;indexing
15083;data modeling
1595;Software
12062;star property
18678;processing
10429;TCP/IP
14466;data storage
13588;data modeling
3252;indexing
1491;processing
2954;security
11380;processing
3682;mathematical model
5695;indexing
19649;data
14820;data
19909;data management
1439;mathematical model
10270;indexing
16374;processing
7888;secure computer system
372;star property
6598;indexing
5539;data querying
13515;data storage
8840;data modeling
1676;asterisk-property
224;processing
19907;processing
13785;data management
6902;RAM
397;indexing
5041;processing
18307;data
3568;star property
7222;ROM
443;TCP/IP
4917;data storage
6383;mathematical model
10724;ROM
6007;indexing
5434;star property
5646;ROM
9626;processing
9390;secure computer system
9199;security policy
17322;processing
869;security
17848;data storage
100;data storage
18158;data modeling
3856;Software
16956;big data
15135;data modeling
12540;big data
12333;model simple security condition
11954;indexing
739;TCP/IP
2624;asterisk-property
2849;asterisk-property
7257;data querying
14851;indexing
8723;processing
4716;data modeling
951;asterisk-property
2889;data querying
9591;processing
72;data storage
19518;data storage
9197;processing
15244;data querying
5109;star property
8963;star property
812;data management
14784;data management
4220;star property
19043;data storage
9696;data management
14654;indexing
8635;secure computer system
665;asterisk-property
2584;data querying
9142;RAM
4240;data management
3233;big data
2772;Software
12;data
14723;data querying
9007;model simple security condition
8969;data management
15225;processing
19924;data management
18194;data storage
18696;data
9454;data
12696;trusted subject
3925;TCP/IP
16412;data management
6793;mathematical model
19064;indexing
15206;data management
7376;asterisk-property
16804;processing
19048;data
4086;processing
14571;indexing
7833;star property
7709;RAM
9827;security policy
6888;data management
1867;security policy
10176;indexing
9555;RAM
1031;indexing
3775;data
12628;ROM
9374;data storage
1006;security policy
16882;data management
7219;big data
7237;data storage
2448;Software
12003;data storage
9683;indexing
10509;RAM
13580;data querying
5341;secure computer system
2511;indexing
10900;secure computer system
659;data querying
19613;indexing
10083;indexing
6839;big data
15605;processing
3870;indexing
12225;trusted subject
331;data
19578;data modeling
2378;Hardware
1082;data querying
3644;model simple security condition
11425;trusted subject
3670;indexing
10345;security
4369;data
9247;indexing
19448;big data
12582;data storage
5073;big data
12396;data management
3764;TCP/IP
9063;TCP/IP
8096;big data
5125;TCP/IP
14102;data modeling
12433;data modeling
25;security
16270;data
7768;Hardware
19437;data management
9447;Hardware
19177;data
2528;processing
14917;big data
2538;TCP/IP
8527;model simple security condition
1274;Hardware
5505;data management
19678;big data
8128;data
2385;mathematical model
17928;big data
2285;indexing
9425;data
16241;big data
3250;Software
8785;star property
7464;data management
4220;secure computer system
17458;data querying
10519;data
5821;star property
6135;ROM
3395;security policy
2630;processing
6547;ROM
12287;mathematical model
12687;RAM
14438;processing
19500;processing
16417;data
1796;asterisk-property
15201;data storage
6067;data querying
15696;big data
8630;data
18008;data modeling
3170;Hardware
18008;data storage
19041;data modeling
19805;big data
13197;processing
8812;data management
3311;star property
9233;big data
19547;data modeling
7428;processing
11253;trusted subject
2366;big data
17706;big data
6092;secure computer system
18808;big data
14523;data management
13602;data storage
8928;Hardware
12787;big data
12250;data modeling
10547;data storage
8346;data
10344;mathematical model
16767;data
9878;processing
421;big data
2504;data management
14117;indexing
1798;data querying
6595;ROM
11298;security policy
4268;star property
165;indexing
2431;Software
16022;data
1927;asterisk-property
12089;processing
2637;data querying
1822;trusted subject
133;security policy
18416;data querying
3023;TCP/IP
7208;secure computer system
4435;mathematical model
91;big data
19107;indexing
9841;Hardware
2507;RAM
16080;data storage
562;indexing
3865;ROM
15424;data storage
3867;data storage
7568;secure computer system
17352;processing
19157;processing
3272;secure computer system
14830;data modeling
19813;data querying
10745;data storage
3545;TCP/IP
8254;data management
12226;Hardware
18321;data
5564;ROM
19865;data storage
17492;data
13058;data storage
3132;big data
6399;model simple security condition
13641;data management
4411;TCP/IP
8127;processing
10819;data modeling
3276;Hardware
8052;model simple security condition
18368;data storage
2394;trusted subject
10700;indexing
9254;indexing
3785;big data
19523;processing
7591;asterisk-property
12671;star property
6231;asterisk-property
18511;data
8895;Software
13936;data querying
19088;data querying
15897;data querying
6326;data
16003;data querying
19196;data
10390;data modeling
17273;processing
3260;data querying
12039;security policy
10439;data management
926;star property
15072;data modeling
16035;indexing
19281;data management
15455;data
3319;TCP/IP
2054;model simple security condition
6892;model simple security condition
15029;data querying
4049;big data
8238;data querying
7015;security
10244;secure computer system
3783;asterisk-property
5124;data storage
14371;data management
5707;secure computer system
8725;big data
14112;data modeling
9063;secure computer system
3320;star property
1316;indexing
14669;data
17464;data management
5518;Hardware
19304;data
14230;data management
1000;data management
6252;RAM
1308;data storage
19612;data
8756;data modeling
4143;trusted subject
1773;model simple security condition
19010;data management
3824;big data
18436;processing
2121;data management
7579;TCP/IP
16949;data modeling
1465;data management
18909;data
3336;secure computer system
13022;indexing
14671;big data
13275;data
17266;data storage
16718;big data
13154;data querying
13389;data management
16516;data management
13774;processing
1094;processing
10684;big data
5886;security policy
14811;indexing
7045;big data
2675;model simple security condition
3102;data management
11314;trusted subject
13590;data management
13726;data storage
16473;data storage
101;Hardware
6506;data querying
8873;asterisk-property
18200;indexing
12187;data querying
15857;data modeling
2123;secure computer system
11212;mathematical model
17206;data storage
6982;data storage
19568;data
11620;ROM
9361;star property
17634;data modeling
15234;processing
5755;secure computer system
2483;security policy
2608;indexing
4910;model simple security condition
17736;data querying
9756;data
855;data storage
4849;big data
7426;data management
16604;data modeling
16065;data storage
15076;data storage
1624;RAM
11172;trusted subject
2838;trusted subject
3527;asterisk-property
993;TCP/IP
5276;data management
15332;big data
8265;star property
331;processing
15469;data querying
8661;security
2533;RAM
16361;data
8916;data
11734;data querying
543;security
12845;data querying
12442;secure computer system
10667;RAM
19030;data modeling
13242;data storage
13638;data storage
908;trusted subject
12091;asterisk-property
14111;processing
5715;mathematical model
14921;data modeling
14417;data querying
15570;big data
8781;Hardware
11501;security policy
6064;Software
2542;processing
13201;data
2357;indexing
13018;data modeling
13258;processing
8241;data
15566;data
8714;asterisk-property
9990;data storage
4294;data querying
8797;trusted subject
19433;indexing
16150;data
981;star property
8514;data querying
17200;data storage
3257;RAM
976;data modeling
17838;data modeling
2975;data modeling
14319;data management
7044;big data
8261;TCP/IP
13501;data storage
13821;processing
380;data
16289;big data
7810;big data
9662;data modeling
18354;data modeling
17291;processing
1619;star property
333;data storage
7691;data storage
13160;big data
5387;big data
7946;data modeling
16926;indexing
18724;processing
15476;data management
15701;indexing
198;mathematical model
5876;asterisk-property
17713;processing
6527;model simple security condition
7966;security policy
14482;data
1845;asterisk-property
7838;processing
7493;processing
5071;Software
13286;indexing
4671;big data
10531;TCP/IP
19725;data modeling
15293;big data
6890;data querying
8762;secure computer system
11195;ROM
15780;data querying
9169;data
17289;processing
19808;processing
14524;indexing
4657;asterisk-property
2875;big data
8229;star property
565;Software
17185;indexing
1224;big data
2757;data modeling
651;Software
9979;data management
14194;indexing
1402;ROM
16934;data querying
6306;big data
8204;TCP/IP
7273;data management
16410;data storage
11519;ROM
14811;data
8022;model simple security condition
16034;indexing
4462;Hardware
2342;indexing
10760;data
18568;data querying
4359;star property
5666;Hardware
761;data
3861;data
1404;big data
648;ROM
1416;data storage
2509;data management
2860;data querying
13075;data management
17962;data modeling
14679;data modeling
8679;trusted subject
7643;ROM
19228;data querying
11268;mathematical model
17386;data storage
6106;trusted subject
504;data modeling
17976;data modeling
2997;mathematical model
604;data modeling
19144;data modeling
8440;trusted subject
6085;mathematical model
549;data storage
10487;trusted subject
16818;data management
16565;processing
11721;secure computer system
